




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4437524 Released 2021-01-01
Analyzed List:	upload_1 (Arabidopsis thaliana)
Reference List:	arabidopsis_bg.txt (Arabidopsis thaliana)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	arabidopsis_bg.txt - REFLIST (14244)	upload_1 (773)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
regulation of metaphase/anaphase transition of meiotic cell cycle (GO:1902102)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101)	6	0	.33	-	 < 0.01	7.22E-01
tubulin deacetylation (GO:0090042)	1	0	.05	-	 < 0.01	9.47E-01
meiotic chromosome separation (GO:0051307)	12	0	.65	-	 < 0.01	5.21E-01
mitotic sister chromatid separation (GO:0051306)	1	0	.05	-	 < 0.01	9.47E-01
chromosome separation (GO:0051304)	14	0	.76	-	 < 0.01	4.68E-01
establishment of chromosome localization (GO:0051303)	5	0	.27	-	 < 0.01	7.62E-01
NAD catabolic process (GO:0019677)	1	0	.05	-	 < 0.01	9.47E-01
GDP-mannose metabolic process (GO:0019673)	8	0	.43	-	 < 0.01	6.48E-01
establishment of protein localization to peroxisome (GO:0072663)	14	0	.76	-	 < 0.01	4.68E-01
protein localization to peroxisome (GO:0072662)	14	0	.76	-	 < 0.01	4.68E-01
maintenance of protein location in plasma membrane (GO:0072660)	1	0	.05	-	 < 0.01	9.47E-01
nuclear-transcribed mRNA catabolic process, non-stop decay (GO:0070481)	2	0	.11	-	 < 0.01	8.97E-01
regulation of steroid hormone biosynthetic process (GO:0090030)	2	0	.11	-	 < 0.01	8.97E-01
maintenance of protein location in membrane (GO:0072658)	1	0	.05	-	 < 0.01	9.47E-01
nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay (GO:0070478)	2	0	.11	-	 < 0.01	8.97E-01
rRNA (guanine-N7)-methylation (GO:0070476)	3	0	.16	-	 < 0.01	8.50E-01
rRNA base methylation (GO:0070475)	9	0	.49	-	 < 0.01	6.14E-01
negative regulation of plant epidermal cell differentiation (GO:1903889)	1	0	.05	-	 < 0.01	9.47E-01
jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway (GO:0009871)	4	0	.22	-	 < 0.01	8.05E-01
aerobic electron transport chain (GO:0019646)	8	0	.43	-	 < 0.01	6.48E-01
jasmonic acid and ethylene-dependent systemic resistance, jasmonic acid mediated signaling pathway (GO:0009868)	1	0	.05	-	 < 0.01	9.47E-01
induced systemic resistance, ethylene mediated signaling pathway (GO:0009866)	3	0	.16	-	 < 0.01	8.50E-01
pollen tube adhesion (GO:0009865)	3	0	.16	-	 < 0.01	8.50E-01
tyramine biosynthetic process (GO:1901695)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of anther dehiscence (GO:0120195)	1	0	.05	-	 < 0.01	9.47E-01
regulation of anther dehiscence (GO:0120194)	1	0	.05	-	 < 0.01	9.47E-01
nitrile metabolic process (GO:0050898)	6	0	.33	-	 < 0.01	7.22E-01
shikimate metabolic process (GO:0019632)	3	0	.16	-	 < 0.01	8.50E-01
palisade mesophyll development (GO:1903866)	1	0	.05	-	 < 0.01	9.47E-01
pollen hydration (GO:0009859)	3	0	.16	-	 < 0.01	8.50E-01
oxidative photosynthetic carbon pathway (GO:0009854)	6	0	.33	-	 < 0.01	7.22E-01
arsenate ion transmembrane transport (GO:1901684)	3	0	.16	-	 < 0.01	8.50E-01
auxin biosynthetic process (GO:0009851)	25	0	1.36	-	 < 0.01	2.57E-01
positive regulation of protein localization to chromatin (GO:0120187)	1	0	.05	-	 < 0.01	9.47E-01
urate catabolic process (GO:0019628)	2	0	.11	-	 < 0.01	8.97E-01
urea metabolic process (GO:0019627)	4	0	.22	-	 < 0.01	8.05E-01
regulation of long-day photoperiodism, flowering (GO:0048586)	14	0	.76	-	 < 0.01	4.68E-01
iron coordination entity transport (GO:1901678)	5	0	.27	-	 < 0.01	7.62E-01
steroid hormone biosynthetic process (GO:0120178)	18	0	.98	-	 < 0.01	3.76E-01
positive regulation of superoxide dismutase activity (GO:1901671)	1	0	.05	-	 < 0.01	9.47E-01
multicellular organismal movement (GO:0050879)	5	0	.27	-	 < 0.01	7.62E-01
negative regulation of long-day photoperiodism, flowering (GO:0048579)	8	0	.43	-	 < 0.01	6.48E-01
positive regulation of long-day photoperiodism, flowering (GO:0048578)	3	0	.16	-	 < 0.01	8.50E-01
positive regulation of short-day photoperiodism, flowering (GO:0048576)	1	0	.05	-	 < 0.01	9.47E-01
short-day photoperiodism, flowering (GO:0048575)	3	0	.16	-	 < 0.01	8.50E-01
short-day photoperiodism (GO:0048572)	3	0	.16	-	 < 0.01	8.50E-01
UDP-glucuronate metabolic process (GO:0046398)	5	0	.27	-	 < 0.01	7.62E-01
regulation of superoxide dismutase activity (GO:1901668)	1	0	.05	-	 < 0.01	9.47E-01
D-galacturonate metabolic process (GO:0046396)	1	0	.05	-	 < 0.01	9.47E-01
fruit ripening (GO:0009835)	1	0	.05	-	 < 0.01	9.47E-01
plant-type cell wall modification involved in multidimensional cell growth (GO:0009831)	4	0	.22	-	 < 0.01	8.05E-01
cell wall modification involved in abscission (GO:0009830)	3	0	.16	-	 < 0.01	8.50E-01
butyrate metabolic process (GO:0019605)	2	0	.11	-	 < 0.01	8.97E-01
photosystem I assembly (GO:0048564)	10	0	.54	-	 < 0.01	5.81E-01
cellular response to cold (GO:0070417)	29	0	1.57	-	 < 0.01	2.07E-01
deoxyribose phosphate catabolic process (GO:0046386)	2	0	.11	-	 < 0.01	8.97E-01
magnesium ion transmembrane transport (GO:1903830)	7	0	.38	-	 < 0.01	6.84E-01
deoxyribose phosphate biosynthetic process (GO:0046385)	6	0	.33	-	 < 0.01	7.22E-01
multidimensional cell growth (GO:0009825)	29	0	1.57	-	 < 0.01	2.07E-01
dTDP-rhamnose metabolic process (GO:0046383)	2	0	.11	-	 < 0.01	8.97E-01
response to ketone (GO:1901654)	3	0	.16	-	 < 0.01	8.50E-01
cellular response to peptide (GO:1901653)	1	0	.05	-	 < 0.01	9.47E-01
response to peptide (GO:1901652)	3	0	.16	-	 < 0.01	8.50E-01
alkaloid metabolic process (GO:0009820)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of cellular protein localization (GO:1903829)	1	0	.05	-	 < 0.01	9.47E-01
negative regulation of cellular protein localization (GO:1903828)	1	0	.05	-	 < 0.01	9.47E-01
regulation of cellular protein localization (GO:1903827)	9	0	.49	-	 < 0.01	6.14E-01
arginine transmembrane transport (GO:1903826)	3	0	.16	-	 < 0.01	8.50E-01
positive regulation of calcium-mediated signaling (GO:0050850)	1	0	.05	-	 < 0.01	9.47E-01
extracellular polysaccharide metabolic process (GO:0046379)	6	0	.33	-	 < 0.01	7.22E-01
drought recovery (GO:0009819)	7	0	.38	-	 < 0.01	6.84E-01
L-arabinose metabolic process (GO:0046373)	2	0	.11	-	 < 0.01	8.97E-01
nucleoside transmembrane transport (GO:1901642)	8	0	.43	-	 < 0.01	6.48E-01
regulation of ER to Golgi vesicle-mediated transport (GO:0060628)	4	0	.22	-	 < 0.01	8.05E-01
ncRNA export from nucleus (GO:0097064)	2	0	.11	-	 < 0.01	8.97E-01
regulation of vesicle-mediated transport (GO:0060627)	16	0	.87	-	 < 0.01	4.19E-01
regulation of calcium-mediated signaling (GO:0050848)	1	0	.05	-	 < 0.01	9.47E-01
galactose biosynthetic process (GO:0046369)	1	0	.05	-	 < 0.01	9.47E-01
GDP-L-fucose metabolic process (GO:0046368)	5	0	.27	-	 < 0.01	7.62E-01
lignan biosynthetic process (GO:0009807)	6	0	.33	-	 < 0.01	7.22E-01
monosaccharide catabolic process (GO:0046365)	7	0	.38	-	 < 0.01	6.84E-01
lignan metabolic process (GO:0009806)	6	0	.33	-	 < 0.01	7.22E-01
coumarin biosynthetic process (GO:0009805)	5	0	.27	-	 < 0.01	7.62E-01
coumarin metabolic process (GO:0009804)	8	0	.43	-	 < 0.01	6.48E-01
selenocysteinyl-tRNA(Sec) biosynthetic process (GO:0097056)	2	0	.11	-	 < 0.01	8.97E-01
cinnamic acid metabolic process (GO:0009803)	5	0	.27	-	 < 0.01	7.62E-01
cinnamic acid ester biosynthetic process (GO:0009802)	1	0	.05	-	 < 0.01	9.47E-01
cinnamic acid ester metabolic process (GO:0009801)	2	0	.11	-	 < 0.01	8.97E-01
cinnamic acid biosynthetic process (GO:0009800)	4	0	.22	-	 < 0.01	8.05E-01
sporocyte differentiation (GO:0048533)	4	0	.22	-	 < 0.01	8.05E-01
positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)	2	0	.11	-	 < 0.01	8.97E-01
response to copper ion starvation (GO:0120126)	2	0	.11	-	 < 0.01	8.97E-01
telomere tethering at nuclear periphery (GO:0034398)	2	0	.11	-	 < 0.01	8.97E-01
telomere localization (GO:0034397)	2	0	.11	-	 < 0.01	8.97E-01
protein stabilization (GO:0050821)	17	0	.92	-	 < 0.01	3.97E-01
amino sugar biosynthetic process (GO:0046349)	6	0	.33	-	 < 0.01	7.22E-01
amino sugar catabolic process (GO:0046348)	5	0	.27	-	 < 0.01	7.62E-01
negative regulation of behavior (GO:0048521)	1	0	.05	-	 < 0.01	9.47E-01
regulation of plasma membrane sterol distribution (GO:0097036)	2	0	.11	-	 < 0.01	8.97E-01
diacylglycerol catabolic process (GO:0046340)	1	0	.05	-	 < 0.01	9.47E-01
lipid droplet organization (GO:0034389)	10	0	.54	-	 < 0.01	5.81E-01
regulation of steroid biosynthetic process (GO:0050810)	2	0	.11	-	 < 0.01	8.97E-01
strigolactone biosynthetic process (GO:1901601)	3	0	.16	-	 < 0.01	8.50E-01
strigolactone metabolic process (GO:1901600)	3	0	.16	-	 < 0.01	8.50E-01
histone H3-K14 acetylation (GO:0044154)	2	0	.11	-	 < 0.01	8.97E-01
regulation of synapse structure or activity (GO:0050803)	1	0	.05	-	 < 0.01	9.47E-01
transposition, RNA-mediated (GO:0032197)	1	0	.05	-	 < 0.01	9.47E-01
transposition (GO:0032196)	1	0	.05	-	 < 0.01	9.47E-01
ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate (GO:0032194)	1	0	.05	-	 < 0.01	9.47E-01
antibiotic metabolic process (GO:0016999)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of fatty acid oxidation (GO:0046321)	2	0	.11	-	 < 0.01	8.97E-01
regulation of fatty acid oxidation (GO:0046320)	4	0	.22	-	 < 0.01	8.05E-01
energy homeostasis (GO:0097009)	1	0	.05	-	 < 0.01	9.47E-01
regulation of phosphate transmembrane transport (GO:2000185)	1	0	.05	-	 < 0.01	9.47E-01
NAD salvage (GO:0034355)	2	0	.11	-	 < 0.01	8.97E-01
protein deglycation, glyoxal removal (GO:0036529)	3	0	.16	-	 < 0.01	8.50E-01
protein deglycation (GO:0036525)	3	0	.16	-	 < 0.01	8.50E-01
mRNA cleavage involved in gene silencing (GO:0098795)	3	0	.16	-	 < 0.01	8.50E-01
development of symbiont involved in interaction with host (GO:0044115)	1	0	.05	-	 < 0.01	9.47E-01
development involved in symbiotic interaction (GO:0044111)	1	0	.05	-	 < 0.01	9.47E-01
cell junction organization (GO:0034330)	9	0	.49	-	 < 0.01	6.14E-01
pre-mRNA cleavage required for polyadenylation (GO:0098789)	2	0	.11	-	 < 0.01	8.97E-01
mRNA cleavage involved in mRNA processing (GO:0098787)	2	0	.11	-	 < 0.01	8.97E-01
ncRNA transcription (GO:0098781)	4	0	.22	-	 < 0.01	8.05E-01
cell junction assembly (GO:0034329)	7	0	.38	-	 < 0.01	6.84E-01
Arp2/3 complex-mediated actin nucleation (GO:0034314)	8	0	.43	-	 < 0.01	6.48E-01
positive regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045899)	7	0	.38	-	 < 0.01	6.84E-01
meiosis II cell cycle phase (GO:0098765)	1	0	.05	-	 < 0.01	9.47E-01
regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045898)	7	0	.38	-	 < 0.01	6.84E-01
meiosis I cell cycle phase (GO:0098764)	1	0	.05	-	 < 0.01	9.47E-01
mitotic cell cycle phase (GO:0098763)	3	0	.16	-	 < 0.01	8.50E-01
meiotic cell cycle phase (GO:0098762)	1	0	.05	-	 < 0.01	9.47E-01
protein K69-linked ufmylation (GO:1990592)	3	0	.16	-	 < 0.01	8.50E-01
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	1	0	.05	-	 < 0.01	9.47E-01
primary alcohol biosynthetic process (GO:0034309)	3	0	.16	-	 < 0.01	8.50E-01
positive regulation of transcription by RNA polymerase V (GO:1904281)	1	0	.05	-	 < 0.01	9.47E-01
xylogalacturonan metabolic process (GO:0010398)	1	0	.05	-	 < 0.01	9.47E-01
rhamnogalacturonan II metabolic process (GO:0010396)	1	0	.05	-	 < 0.01	9.47E-01
rhamnogalacturonan I metabolic process (GO:0010395)	4	0	.22	-	 < 0.01	8.05E-01
positive regulation of histone H3-K27 methylation (GO:0061087)	5	0	.27	-	 < 0.01	7.62E-01
galactoglucomannan metabolic process (GO:0010392)	1	0	.05	-	 < 0.01	9.47E-01
regulation of histone H3-K27 methylation (GO:0061085)	6	0	.33	-	 < 0.01	7.22E-01
histone monoubiquitination (GO:0010390)	2	0	.11	-	 < 0.01	8.97E-01
regulation of protein refolding (GO:0061083)	1	0	.05	-	 < 0.01	9.47E-01
regulation of peptide secretion (GO:0002791)	1	0	.05	-	 < 0.01	9.47E-01
protein desumoylation (GO:0016926)	6	0	.33	-	 < 0.01	7.22E-01
maintenance of seed dormancy by absisic acid (GO:0098755)	1	0	.05	-	 < 0.01	9.47E-01
regulation of transcription by RNA polymerase V (GO:1904279)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of stomatal complex development (GO:2000123)	2	0	.11	-	 < 0.01	8.97E-01
positive regulation of wax biosynthetic process (GO:1904278)	3	0	.16	-	 < 0.01	8.50E-01
negative regulation of wax biosynthetic process (GO:1904277)	1	0	.05	-	 < 0.01	9.47E-01
regulation of removal of superoxide radicals (GO:2000121)	1	0	.05	-	 < 0.01	9.47E-01
regulation of wax biosynthetic process (GO:1904276)	4	0	.22	-	 < 0.01	8.05E-01
sequestering of zinc ion (GO:0032119)	2	0	.11	-	 < 0.01	8.97E-01
COP9 signalosome assembly (GO:0010387)	6	0	.33	-	 < 0.01	7.22E-01
cell wall proteoglycan metabolic process (GO:0010384)	9	0	.49	-	 < 0.01	6.14E-01
peroxisome-chloroplast membrane tethering (GO:0010381)	1	0	.05	-	 < 0.01	9.47E-01
mitochondrial L-ornithine transmembrane transport (GO:1990575)	2	0	.11	-	 < 0.01	8.97E-01
potassium ion import across plasma membrane (GO:1990573)	9	0	.49	-	 < 0.01	6.14E-01
positive regulation of sister chromatid cohesion (GO:0045876)	1	0	.05	-	 < 0.01	9.47E-01
centrosome duplication (GO:0051298)	2	0	.11	-	 < 0.01	8.97E-01
establishment of meiotic spindle localization (GO:0051295)	1	0	.05	-	 < 0.01	9.47E-01
regulation of establishment of cell polarity (GO:2000114)	5	0	.27	-	 < 0.01	7.62E-01
establishment of spindle localization (GO:0051293)	1	0	.05	-	 < 0.01	9.47E-01
protein heterooligomerization (GO:0051291)	3	0	.16	-	 < 0.01	8.50E-01
protein heterotetramerization (GO:0051290)	1	0	.05	-	 < 0.01	9.47E-01
monoterpene biosynthetic process (GO:0043693)	4	0	.22	-	 < 0.01	8.05E-01
monoterpene metabolic process (GO:0043692)	4	0	.22	-	 < 0.01	8.05E-01
positive regulation of response to nutrient levels (GO:0032109)	2	0	.11	-	 < 0.01	8.97E-01
guard cell fate commitment (GO:0010377)	1	0	.05	-	 < 0.01	9.47E-01
regulation of response to nutrient levels (GO:0032107)	3	0	.16	-	 < 0.01	8.50E-01
stomatal complex formation (GO:0010376)	2	0	.11	-	 < 0.01	8.97E-01
positive regulation of response to extracellular stimulus (GO:0032106)	2	0	.11	-	 < 0.01	8.97E-01
stomatal complex patterning (GO:0010375)	5	0	.27	-	 < 0.01	7.62E-01
stomatal complex development (GO:0010374)	30	0	1.63	-	 < 0.01	1.96E-01
regulation of response to extracellular stimulus (GO:0032104)	3	0	.16	-	 < 0.01	8.50E-01
negative regulation of gibberellin biosynthetic process (GO:0010373)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of gibberellin biosynthetic process (GO:0010372)	3	0	.16	-	 < 0.01	8.50E-01
regulation of gibberellin biosynthetic process (GO:0010371)	8	0	.43	-	 < 0.01	6.48E-01
regulation of nematode larval development (GO:0061062)	2	0	.11	-	 < 0.01	8.97E-01
import across plasma membrane (GO:0098739)	29	0	1.57	-	 < 0.01	2.07E-01
macromolecule depalmitoylation (GO:0098734)	2	0	.11	-	 < 0.01	8.97E-01
protein polyufmylation (GO:1990564)	3	0	.16	-	 < 0.01	8.50E-01
macromolecule deacylation (GO:0098732)	21	0	1.14	-	 < 0.01	3.20E-01
positive regulation of DNA-dependent DNA replication (GO:2000105)	3	0	.16	-	 < 0.01	8.50E-01
post-translational protein modification (GO:0043687)	6	0	.33	-	 < 0.01	7.22E-01
co-translational protein modification (GO:0043686)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of age-related resistance (GO:1904250)	1	0	.05	-	 < 0.01	9.47E-01
cellular response to salt (GO:1902075)	1	0	.05	-	 < 0.01	9.47E-01
negative regulation of ethylene biosynthetic process (GO:0010366)	3	0	.16	-	 < 0.01	8.50E-01
positive regulation of ethylene biosynthetic process (GO:0010365)	2	0	.11	-	 < 0.01	8.97E-01
regulation of ethylene biosynthetic process (GO:0010364)	9	0	.49	-	 < 0.01	6.14E-01
regulation of plant-type hypersensitive response (GO:0010363)	18	0	.98	-	 < 0.01	3.76E-01
negative regulation of anion channel activity by blue light (GO:0010362)	2	0	.11	-	 < 0.01	8.97E-01
regulation of anion channel activity by blue light (GO:0010361)	2	0	.11	-	 < 0.01	8.97E-01
negative regulation of anion channel activity (GO:0010360)	3	0	.16	-	 < 0.01	8.50E-01
mitochondrial coenzyme A transmembrane transport (GO:1990559)	2	0	.11	-	 < 0.01	8.97E-01
symmetric cell division (GO:0098725)	1	0	.05	-	 < 0.01	9.47E-01
uracil import across plasma membrane (GO:0098721)	2	0	.11	-	 < 0.01	8.97E-01
beta-glucan catabolic process (GO:0051275)	1	0	.05	-	 < 0.01	9.47E-01
regulation of age-related resistance (GO:1904248)	1	0	.05	-	 < 0.01	9.47E-01
pH reduction (GO:0045851)	7	0	.38	-	 < 0.01	6.84E-01
regulation of cell wall pectin metabolic process (GO:1902066)	3	0	.16	-	 < 0.01	8.50E-01
response to L-glutamate (GO:1902065)	4	0	.22	-	 < 0.01	8.05E-01
lithium ion export across the plasma membrane (GO:0010352)	1	0	.05	-	 < 0.01	9.47E-01
lithium ion transport (GO:0010351)	4	0	.22	-	 < 0.01	8.05E-01
cellular response to magnesium starvation (GO:0010350)	1	0	.05	-	 < 0.01	9.47E-01
mitochondrial fusion (GO:0008053)	3	0	.16	-	 < 0.01	8.50E-01
sodium ion import across plasma membrane (GO:0098719)	8	0	.43	-	 < 0.01	6.48E-01
pantothenate import across plasma membrane (GO:0098717)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of nitrogen utilization (GO:0045848)	1	0	.05	-	 < 0.01	9.47E-01
mitochondrial ATP transmembrane transport (GO:1990544)	5	0	.27	-	 < 0.01	7.62E-01
L-glutamate import across plasma membrane (GO:0098712)	3	0	.16	-	 < 0.01	8.50E-01
iron ion import across plasma membrane (GO:0098711)	2	0	.11	-	 < 0.01	8.97E-01
guanine import across plasma membrane (GO:0098710)	2	0	.11	-	 < 0.01	8.97E-01
positive regulation of mitotic metaphase/anaphase transition (GO:0045842)	6	0	.33	-	 < 0.01	7.22E-01
positive regulation of mitotic nuclear division (GO:0045840)	6	0	.33	-	 < 0.01	7.22E-01
regulation of phosphoprotein phosphatase activity (GO:0043666)	18	0	.98	-	 < 0.01	3.76E-01
suberin biosynthetic process (GO:0010345)	20	0	1.09	-	 < 0.01	3.38E-01
seed oilbody biogenesis (GO:0010344)	9	0	.49	-	 < 0.01	6.14E-01
endosperm cellularization (GO:0010342)	2	0	.11	-	 < 0.01	8.97E-01
copper ion import across plasma membrane (GO:0098705)	1	0	.05	-	 < 0.01	9.47E-01
positive regulation of meiotic nuclear division (GO:0045836)	4	0	.22	-	 < 0.01	8.05E-01
protein polymerization (GO:0051258)	27	0	1.47	-	 < 0.01	2.31E-01
adenine import across plasma membrane (GO:0098702)	2	0	.11	-	 < 0.01	8.97E-01
negative regulation of meiotic nuclear division (GO:0045835)	4	0	.22	-	 < 0.01	8.05E-01
positive regulation of lipid metabolic process (GO:0045834)	12	0	.65	-	 < 0.01	5.21E-01
negative regulation of lipid metabolic process (GO:0045833)	5	0	.27	-	 < 0.01	7.62E-01
leaf formation (GO:0010338)	3	0	.16	-	 < 0.01	8.50E-01
gibberellic acid homeostasis (GO:0010336)	5	0	.27	-	 < 0.01	7.62E-01
response to non-ionic osmotic stress (GO:0010335)	1	0	.05	-	 < 0.01	9.47E-01
response to gamma radiation (GO:0010332)	15	0	.81	-	 < 0.01	4.43E-01
positive regulation of isoprenoid metabolic process (GO:0045828)	7	0	.38	-	 < 0.01	6.84E-01
negative regulation of isoprenoid metabolic process (GO:0045827)	3	0	.16	-	 < 0.01	8.50E-01
negative regulation of cellular defense response (GO:0051245)	3	0	.16	-	 < 0.01	8.50E-01
dicarboxylic acid catabolic process (GO:0043649)	13	0	.71	-	 < 0.01	4.94E-01
negative regulation of seed dormancy process (GO:1902039)	1	0	.05	-	 < 0.01	9.47E-01
nucleoside bisphosphate catabolic process (GO:0033869)	3	0	.16	-	 < 0.01	8.50E-01
raffinose family oligosaccharide biosynthetic process (GO:0010325)	4	0	.22	-	 < 0.01	8.05E-01
membrane invagination (GO:0010324)	1	0	.05	-	 < 0.01	9.47E-01
negative regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway (GO:0010323)	1	0	.05	-	 < 0.01	9.47E-01
regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway (GO:0010322)	2	0	.11	-	 < 0.01	8.97E-01
regulation of vegetative phase change (GO:0010321)	6	0	.33	-	 < 0.01	7.22E-01
positive regulation of mRNA catabolic process (GO:0061014)	8	0	.43	-	 < 0.01	6.48E-01
positive regulation of gene expression, epigenetic (GO:0045815)	9	0	.49	-	 < 0.01	6.14E-01
spindle disassembly (GO:0051230)	3	0	.16	-	 < 0.01	8.50E-01
establishment of protein localization to endoplasmic reticulum (GO:0072599)	21	0	1.14	-	 < 0.01	3.20E-01
polyadenylation-dependent ncRNA catabolic process (GO:0043634)	6	0	.33	-	 < 0.01	7.22E-01
polyadenylation-dependent RNA catabolic process (GO:0043633)	6	0	.33	-	 < 0.01	7.22E-01
secondary thickening (GO:0080191)	1	0	.05	-	 < 0.01	9.47E-01
RNA polyadenylation (GO:0043631)	14	0	.76	-	 < 0.01	4.68E-01
lateral growth (GO:0080190)	5	0	.27	-	 < 0.01	7.62E-01
nitrate import (GO:1902025)	3	0	.16	-	 < 0.01	8.50E-01
L-arginine transport (GO:1902023)	3	0	.16	-	 < 0.01	8.50E-01
auxin efflux (GO:0010315)	15	0	.81	-	 < 0.01	4.43E-01
detoxification of zinc ion (GO:0010312)	1	0	.05	-	 < 0.01	9.47E-01
mitotic DNA replication maintenance of fidelity (GO:1990505)	1	0	.05	-	 < 0.01	9.47E-01
mitotic spindle disassembly (GO:0051228)	3	0	.16	-	 < 0.01	8.50E-01
spindle assembly (GO:0051225)	23	0	1.25	-	 < 0.01	2.87E-01
ncRNA 3'-end processing (GO:0043628)	20	0	1.09	-	 < 0.01	3.38E-01
regulation of protein transport (GO:0051223)	6	0	.33	-	 < 0.01	7.22E-01
positive regulation of protein transport (GO:0051222)	3	0	.16	-	 < 0.01	8.50E-01
response to phenylpropanoid (GO:0080184)	1	0	.05	-	 < 0.01	9.47E-01
histone H3-K4 trimethylation (GO:0080182)	2	0	.11	-	 < 0.01	8.97E-01
cortical microtubule organization (GO:0043622)	19	0	1.03	-	 < 0.01	3.56E-01
lateral root branching (GO:0080181)	2	0	.11	-	 < 0.01	8.97E-01
mannitol metabolic process (GO:0019594)	1	0	.05	-	 < 0.01	9.47E-01
regulation of DNA-templated transcription in response to stress (GO:0043620)	4	0	.22	-	 < 0.01	8.05E-01
