




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4081749 Released 2020-10-09
Analyzed List:	upload_1 (Drosophila melanogaster)
Reference List:	fly_background.txt (Drosophila melanogaster)	There are duplicate IDs in the file. The unique set of IDs will be used.
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	fly_background.txt - REFLIST (5878)	upload_1 (995)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
metal incorporation into metallo-molybdopterin complex (GO:0042040)	1	0	.17	-	 < 0.01	8.44E-01
Wnt signaling pathway involved in heart development (GO:0003306)	1	0	.17	-	 < 0.01	8.44E-01
protein-DNA complex remodeling (GO:0001120)	7	0	1.18	-	 < 0.01	3.06E-01
muscle atrophy (GO:0014889)	1	0	.17	-	 < 0.01	8.44E-01
striated muscle adaptation (GO:0014888)	1	0	.17	-	 < 0.01	8.44E-01
cardiac muscle adaptation (GO:0014887)	1	0	.17	-	 < 0.01	8.44E-01
regulation of myofibril size (GO:0014881)	1	0	.17	-	 < 0.01	8.44E-01
secretory granule localization (GO:0032252)	1	0	.17	-	 < 0.01	8.44E-01
transcription open complex formation at RNA polymerase II promoter (GO:0001113)	7	0	1.18	-	 < 0.01	3.06E-01
DNA-templated transcription open complex formation (GO:0001112)	7	0	1.18	-	 < 0.01	3.06E-01
promoter clearance from RNA polymerase II promoter (GO:0001111)	7	0	1.18	-	 < 0.01	3.06E-01
AMP salvage (GO:0044209)	1	0	.17	-	 < 0.01	8.44E-01
'de novo' AMP biosynthetic process (GO:0044208)	2	0	.34	-	 < 0.01	7.13E-01
neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)	2	0	.34	-	 < 0.01	7.13E-01
peptide hormone secretion (GO:0030072)	1	0	.17	-	 < 0.01	8.44E-01
postsynaptic neurotransmitter receptor internalization (GO:0098884)	1	0	.17	-	 < 0.01	8.44E-01
'de novo' UMP biosynthetic process (GO:0044205)	1	0	.17	-	 < 0.01	8.44E-01
synapse pruning (GO:0098883)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of male germ cell proliferation (GO:2000255)	1	0	.17	-	 < 0.01	8.44E-01
regulation of male germ cell proliferation (GO:2000254)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of feeding behavior (GO:2000252)	9	0	1.52	-	 < 0.01	2.18E-01
positive regulation of actin cytoskeleton reorganization (GO:2000251)	1	0	.17	-	 < 0.01	8.44E-01
nuclear-transcribed mRNA catabolic process, exonucleolytic, 5'-3' (GO:0034428)	1	0	.17	-	 < 0.01	8.44E-01
post-translational protein acetylation (GO:0034421)	1	0	.17	-	 < 0.01	8.44E-01
promoter clearance during DNA-templated transcription (GO:0001109)	7	0	1.18	-	 < 0.01	3.06E-01
positive regulation of nucleobase-containing compound transport (GO:0032241)	5	0	.85	-	 < 0.01	4.29E-01
negative regulation of nucleobase-containing compound transport (GO:0032240)	1	0	.17	-	 < 0.01	8.44E-01
neurotransmitter receptor transport to plasma membrane (GO:0098877)	2	0	.34	-	 < 0.01	7.13E-01
regulation of actin cytoskeleton reorganization (GO:2000249)	3	0	.51	-	 < 0.01	6.02E-01
regulation of nucleobase-containing compound transport (GO:0032239)	7	0	1.18	-	 < 0.01	3.06E-01
activation of store-operated calcium channel activity (GO:0032237)	1	0	.17	-	 < 0.01	8.44E-01
protein depalmitoleylation (GO:1990697)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of ecdysteroid biosynthetic process (GO:0045998)	4	0	.68	-	 < 0.01	5.08E-01
negative regulation of synaptic transmission, GABAergic (GO:0032229)	1	0	.17	-	 < 0.01	8.44E-01
regulation of synaptic transmission, GABAergic (GO:0032228)	1	0	.17	-	 < 0.01	8.44E-01
regulation of synaptic transmission, dopaminergic (GO:0032225)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of synaptic transmission, cholinergic (GO:0032224)	2	0	.34	-	 < 0.01	7.13E-01
regulation of synaptic transmission, cholinergic (GO:0032222)	7	0	1.18	-	 < 0.01	3.06E-01
actin filament fragmentation (GO:0030043)	1	0	.17	-	 < 0.01	8.44E-01
intestinal lipid absorption (GO:0098856)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of smooth muscle contraction (GO:0045987)	2	0	.34	-	 < 0.01	7.13E-01
negative regulation of smooth muscle contraction (GO:0045986)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of protein localization to cell periphery (GO:1904376)	1	0	.17	-	 < 0.01	8.44E-01
contractile actin filament bundle assembly (GO:0030038)	2	0	.34	-	 < 0.01	7.13E-01
actin filament reorganization involved in cell cycle (GO:0030037)	5	0	.85	-	 < 0.01	4.29E-01
regulation of establishment of bipolar cell polarity (GO:0061172)	1	0	.17	-	 < 0.01	8.44E-01
microvillar actin bundle assembly (GO:0030034)	1	0	.17	-	 < 0.01	8.44E-01
microvillus assembly (GO:0030033)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of mitotic cell cycle, embryonic (GO:0045977)	4	0	.68	-	 < 0.01	5.08E-01
regulation of translation, ncRNA-mediated (GO:0045974)	1	0	.17	-	 < 0.01	8.44E-01
regulation of gastrulation (GO:0010470)	6	0	1.02	-	 < 0.01	3.62E-01
positive regulation of ecdysteroid metabolic process (GO:0045966)	4	0	.68	-	 < 0.01	5.08E-01
negative regulation of dopamine metabolic process (GO:0045963)	1	0	.17	-	 < 0.01	8.44E-01
kinetochore organization (GO:0051383)	7	0	1.18	-	 < 0.01	3.06E-01
kinetochore assembly (GO:0051382)	4	0	.68	-	 < 0.01	5.08E-01
phasic smooth muscle contraction (GO:0014821)	1	0	.17	-	 < 0.01	8.44E-01
3'-UTR-mediated mRNA destabilization (GO:0061158)	1	0	.17	-	 < 0.01	8.44E-01
mRNA destabilization (GO:0061157)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of heart rate (GO:0010460)	2	0	.34	-	 < 0.01	7.13E-01
protein maturation by protein folding (GO:0022417)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of mitotic recombination (GO:0045951)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of mitotic recombination (GO:0045950)	3	0	.51	-	 < 0.01	6.02E-01
muscle cell migration (GO:0014812)	4	0	.68	-	 < 0.01	5.08E-01
positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902167)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of dopaminergic neuron differentiation (GO:1904340)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of heart rate (GO:0010459)	3	0	.51	-	 < 0.01	6.02E-01
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166)	2	0	.34	-	 < 0.01	7.13E-01
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902165)	3	0	.51	-	 < 0.01	6.02E-01
centriole-centriole cohesion (GO:0010457)	4	0	.68	-	 < 0.01	5.08E-01
neurotransmitter reuptake (GO:0098810)	2	0	.34	-	 < 0.01	7.13E-01
regulation of dopaminergic neuron differentiation (GO:1904338)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of steroid metabolic process (GO:0045940)	4	0	.68	-	 < 0.01	5.08E-01
positive regulation of muscle contraction (GO:0045933)	2	0	.34	-	 < 0.01	7.13E-01
negative regulation of muscle contraction (GO:0045932)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of oxidoreductase activity (GO:0051354)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of oxidoreductase activity (GO:0051353)	3	0	.51	-	 < 0.01	6.02E-01
positive regulation of ligase activity (GO:0051351)	2	0	.34	-	 < 0.01	7.13E-01
negative regulation of lyase activity (GO:0051350)	1	0	.17	-	 < 0.01	8.44E-01
regulation of protein deubiquitination (GO:0090085)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of lyase activity (GO:0051349)	3	0	.51	-	 < 0.01	6.02E-01
negative regulation of fatty acid metabolic process (GO:0045922)	1	0	.17	-	 < 0.01	8.44E-01
regulation of oxidoreductase activity (GO:0051341)	5	0	.85	-	 < 0.01	4.29E-01
regulation of ligase activity (GO:0051340)	2	0	.34	-	 < 0.01	7.13E-01
regulation of lyase activity (GO:0051339)	6	0	1.02	-	 < 0.01	3.62E-01
negative regulation of ribosome biogenesis (GO:0090071)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of catecholamine metabolic process (GO:0045914)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of carbohydrate metabolic process (GO:0045913)	4	0	.68	-	 < 0.01	5.08E-01
positive regulation of DNA recombination (GO:0045911)	1	0	.17	-	 < 0.01	8.44E-01
protein localization to microtubule cytoskeleton (GO:0072698)	5	0	.85	-	 < 0.01	4.29E-01
protein localization to cell cortex (GO:0072697)	5	0	.85	-	 < 0.01	4.29E-01
neuroendocrine cell differentiation (GO:0061101)	6	0	1.02	-	 < 0.01	3.62E-01
positive regulation of microtubule nucleation (GO:0090063)	1	0	.17	-	 < 0.01	8.44E-01
regulation of trehalose metabolic process (GO:0090062)	3	0	.51	-	 < 0.01	6.02E-01
negative regulation of translational elongation (GO:0045900)	1	0	.17	-	 < 0.01	8.44E-01
choline metabolic process (GO:0019695)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of organelle assembly (GO:1902117)	5	0	.85	-	 < 0.01	4.29E-01
deoxyribose phosphate metabolic process (GO:0019692)	3	0	.51	-	 < 0.01	6.02E-01
positive regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902110)	1	0	.17	-	 < 0.01	8.44E-01
attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation (GO:0051316)	1	0	.17	-	 < 0.01	8.44E-01
chromosome decondensation (GO:0051312)	1	0	.17	-	 < 0.01	8.44E-01
meiotic metaphase plate congression (GO:0051311)	2	0	.34	-	 < 0.01	7.13E-01
regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902108)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of metaphase/anaphase transition of meiotic cell cycle (GO:1902103)	1	0	.17	-	 < 0.01	8.44E-01
regulation of metaphase/anaphase transition of meiotic cell cycle (GO:1902102)	1	0	.17	-	 < 0.01	8.44E-01
male meiosis chromosome separation (GO:0051308)	1	0	.17	-	 < 0.01	8.44E-01
mitotic sister chromatid separation (GO:0051306)	5	0	.85	-	 < 0.01	4.29E-01
chromosome movement towards spindle pole (GO:0051305)	5	0	.85	-	 < 0.01	4.29E-01
NAD catabolic process (GO:0019677)	1	0	.17	-	 < 0.01	8.44E-01
GDP-mannose metabolic process (GO:0019673)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of steroid hormone biosynthetic process (GO:0090031)	4	0	.68	-	 < 0.01	5.08E-01
regulation of steroid hormone biosynthetic process (GO:0090030)	4	0	.68	-	 < 0.01	5.08E-01
rRNA base methylation (GO:0070475)	2	0	.34	-	 < 0.01	7.13E-01
tRNA-guanine transglycosylation (GO:0101030)	1	0	.17	-	 < 0.01	8.44E-01
regulation of endoribonuclease activity (GO:0060699)	2	0	.34	-	 < 0.01	7.13E-01
central nervous system neuron axonogenesis (GO:0021955)	4	0	.68	-	 < 0.01	5.08E-01
central nervous system projection neuron axonogenesis (GO:0021952)	3	0	.51	-	 < 0.01	6.02E-01
mitotic nuclear membrane organization (GO:0101024)	1	0	.17	-	 < 0.01	8.44E-01
plus-end specific microtubule depolymerization (GO:0070462)	1	0	.17	-	 < 0.01	8.44E-01
regulation of morphogenesis of a branching structure (GO:0060688)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of compound eye retinal cell apoptotic process (GO:1901694)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of compound eye retinal cell apoptotic process (GO:1901693)	1	0	.17	-	 < 0.01	8.44E-01
regulation of compound eye retinal cell apoptotic process (GO:1901692)	2	0	.34	-	 < 0.01	7.13E-01
intestinal absorption (GO:0050892)	1	0	.17	-	 < 0.01	8.44E-01
P granule assembly (GO:1903863)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of dendrite extension (GO:1903861)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of protein localization to chromatin (GO:0120187)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of protein localization to chromatin (GO:0120186)	1	0	.17	-	 < 0.01	8.44E-01
salivary gland cavitation (GO:0060662)	1	0	.17	-	 < 0.01	8.44E-01
short-chain fatty acid catabolic process (GO:0019626)	1	0	.17	-	 < 0.01	8.44E-01
regulation of dendrite extension (GO:1903859)	1	0	.17	-	 < 0.01	8.44E-01
nucleotide transmembrane transport (GO:1901679)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of post-embryonic development (GO:0048581)	2	0	.34	-	 < 0.01	7.13E-01
iron coordination entity transport (GO:1901678)	2	0	.34	-	 < 0.01	7.13E-01
regulation of post-embryonic development (GO:0048580)	5	0	.85	-	 < 0.01	4.29E-01
negative regulation of torso signaling pathway (GO:0120177)	7	0	1.18	-	 < 0.01	3.06E-01
positive regulation of torso signaling pathway (GO:0120176)	2	0	.34	-	 < 0.01	7.13E-01
regulation of torso signaling pathway (GO:0120175)	9	0	1.52	-	 < 0.01	2.18E-01
synaptic vesicle clustering (GO:0097091)	2	0	.34	-	 < 0.01	7.13E-01
catechol-containing compound catabolic process (GO:0019614)	3	0	.51	-	 < 0.01	6.02E-01
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	1	0	.17	-	 < 0.01	8.44E-01
regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	1	0	.17	-	 < 0.01	8.44E-01
methyl-branched fatty acid metabolic process (GO:0097089)	1	0	.17	-	 < 0.01	8.44E-01
quinone biosynthetic process (GO:1901663)	5	0	.85	-	 < 0.01	4.29E-01
quinone metabolic process (GO:1901661)	5	0	.85	-	 < 0.01	4.29E-01
butyrate metabolic process (GO:0019605)	1	0	.17	-	 < 0.01	8.44E-01
cellular response to cold (GO:0070417)	1	0	.17	-	 < 0.01	8.44E-01
magnesium ion transmembrane transport (GO:1903830)	1	0	.17	-	 < 0.01	8.44E-01
deoxyribose phosphate catabolic process (GO:0046386)	2	0	.34	-	 < 0.01	7.13E-01
deoxyribose phosphate biosynthetic process (GO:0046385)	2	0	.34	-	 < 0.01	7.13E-01
negative regulation of transcription initiation from RNA polymerase II promoter (GO:0060633)	1	0	.17	-	 < 0.01	8.44E-01
arginine transmembrane transport (GO:1903826)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of calcium-mediated signaling (GO:0050850)	5	0	.85	-	 < 0.01	4.29E-01
regulation of actomyosin contractile ring localization (GO:1901648)	2	0	.34	-	 < 0.01	7.13E-01
nucleoside transmembrane transport (GO:1901642)	3	0	.51	-	 < 0.01	6.02E-01
chemosensory jump behavior (GO:0007636)	1	0	.17	-	 < 0.01	8.44E-01
regulation of protein deneddylation (GO:0060625)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of ecdysone receptor-mediated signaling pathway (GO:0120143)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of ecdysone receptor-mediated signaling pathway (GO:0120142)	1	0	.17	-	 < 0.01	8.44E-01
regulation of chromosome condensation (GO:0060623)	2	0	.34	-	 < 0.01	7.13E-01
pattern orientation (GO:0007633)	1	0	.17	-	 < 0.01	8.44E-01
regulation of ecdysone receptor-mediated signaling pathway (GO:0120141)	2	0	.34	-	 < 0.01	7.13E-01
jump response (GO:0007630)	6	0	1.02	-	 < 0.01	3.62E-01
S-adenosylmethionine catabolic process (GO:0050843)	1	0	.17	-	 < 0.01	8.44E-01
GDP-L-fucose metabolic process (GO:0046368)	3	0	.51	-	 < 0.01	6.02E-01
regulation of cardioblast proliferation (GO:0003264)	1	0	.17	-	 < 0.01	8.44E-01
glycine import across plasma membrane (GO:1903804)	1	0	.17	-	 < 0.01	8.44E-01
butyrate catabolic process (GO:0046359)	1	0	.17	-	 < 0.01	8.44E-01
disaccharide biosynthetic process (GO:0046351)	2	0	.34	-	 < 0.01	7.13E-01
tube lumen cavitation (GO:0060605)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of viral process (GO:0048525)	5	0	.85	-	 < 0.01	4.29E-01
positive regulation of viral process (GO:0048524)	3	0	.51	-	 < 0.01	6.02E-01
amino sugar biosynthetic process (GO:0046349)	5	0	.85	-	 < 0.01	4.29E-01
protein linear polyubiquitination (GO:0097039)	2	0	.34	-	 < 0.01	7.13E-01
ecdysteroid catabolic process (GO:0046344)	1	0	.17	-	 < 0.01	8.44E-01
lipid droplet organization (GO:0034389)	7	0	1.18	-	 < 0.01	3.06E-01
negative regulation of coagulation (GO:0050819)	1	0	.17	-	 < 0.01	8.44E-01
regulation of coagulation (GO:0050818)	1	0	.17	-	 < 0.01	8.44E-01
regulation of steroid biosynthetic process (GO:0050810)	4	0	.68	-	 < 0.01	5.08E-01
phosphatidylethanolamine metabolic process (GO:0046337)	3	0	.51	-	 < 0.01	6.02E-01
octopamine metabolic process (GO:0046333)	2	0	.34	-	 < 0.01	7.13E-01
lateral inhibition (GO:0046331)	8	0	1.35	-	 < 0.01	2.58E-01
positive regulation by symbiont of entry into host (GO:0075294)	2	0	.34	-	 < 0.01	7.13E-01
histone H3-K14 acetylation (GO:0044154)	3	0	.51	-	 < 0.01	6.02E-01
regulation of timing of cell differentiation (GO:0048505)	1	0	.17	-	 < 0.01	8.44E-01
ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate (GO:0032194)	1	0	.17	-	 < 0.01	8.44E-01
regulation of ribonucleoprotein complex localization (GO:2000197)	1	0	.17	-	 < 0.01	8.44E-01
protein-containing complex remodeling (GO:0034367)	7	0	1.18	-	 < 0.01	3.06E-01
maintenance of actomyosin contractile ring localization (GO:0032189)	1	0	.17	-	 < 0.01	8.44E-01
actomyosin contractile ring localization (GO:0032187)	2	0	.34	-	 < 0.01	7.13E-01
septin cytoskeleton organization (GO:0032185)	2	0	.34	-	 < 0.01	7.13E-01
energy homeostasis (GO:0097009)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of glial cell apoptotic process (GO:0034352)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of glial cell apoptotic process (GO:0034351)	1	0	.17	-	 < 0.01	8.44E-01
regulation of glial cell apoptotic process (GO:0034350)	2	0	.34	-	 < 0.01	7.13E-01
protein deglycation, glyoxal removal (GO:0036529)	2	0	.34	-	 < 0.01	7.13E-01
protein deglycation (GO:0036525)	2	0	.34	-	 < 0.01	7.13E-01
regulation of branching morphogenesis of a nerve (GO:2000172)	1	0	.17	-	 < 0.01	8.44E-01
glial cell apoptotic process (GO:0034349)	2	0	.34	-	 < 0.01	7.13E-01
mRNA cleavage involved in gene silencing (GO:0098795)	1	0	.17	-	 < 0.01	8.44E-01
regulation of peptidyl-cysteine S-nitrosylation (GO:2000169)	1	0	.17	-	 < 0.01	8.44E-01
pre-mRNA cleavage required for polyadenylation (GO:0098789)	4	0	.68	-	 < 0.01	5.08E-01
mRNA cleavage involved in mRNA processing (GO:0098787)	4	0	.68	-	 < 0.01	5.08E-01
response to mitochondrial depolarisation (GO:0098780)	1	0	.17	-	 < 0.01	8.44E-01
regulation of ubiquitin-specific protease activity (GO:2000152)	2	0	.34	-	 < 0.01	7.13E-01
negative regulation of DNA-templated transcription, initiation (GO:2000143)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316)	2	0	.34	-	 < 0.01	7.13E-01
negative regulation of protein tyrosine kinase activity (GO:0061099)	4	0	.68	-	 < 0.01	5.08E-01
positive regulation of protein tyrosine kinase activity (GO:0061098)	1	0	.17	-	 < 0.01	8.44E-01
regulation of protein tyrosine kinase activity (GO:0061097)	5	0	.85	-	 < 0.01	4.29E-01
positive regulation of cell proliferation involved in heart morphogenesis (GO:2000138)	1	0	.17	-	 < 0.01	8.44E-01
regulation of cell proliferation involved in heart morphogenesis (GO:2000136)	1	0	.17	-	 < 0.01	8.44E-01
primary alcohol biosynthetic process (GO:0034309)	2	0	.34	-	 < 0.01	7.13E-01
positive regulation of octopamine signaling pathway (GO:2000130)	1	0	.17	-	 < 0.01	8.44E-01
protein desumoylation (GO:0016926)	3	0	.51	-	 < 0.01	6.02E-01
retrograde axonal transport (GO:0008090)	7	0	1.18	-	 < 0.01	3.06E-01
regulation of octopamine signaling pathway (GO:2000128)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of octopamine or tyramine signaling pathway (GO:2000127)	1	0	.17	-	 < 0.01	8.44E-01
regulation of octopamine or tyramine signaling pathway (GO:2000125)	1	0	.17	-	 < 0.01	8.44E-01
regulation of muscle hypertrophy (GO:0014743)	1	0	.17	-	 < 0.01	8.44E-01
tricellular tight junction assembly (GO:1904274)	1	0	.17	-	 < 0.01	8.44E-01
COP9 signalosome assembly (GO:0010387)	2	0	.34	-	 < 0.01	7.13E-01
negative regulation of antifungal peptide production (GO:0002789)	1	0	.17	-	 < 0.01	8.44E-01
negative regulation of sister chromatid cohesion (GO:0045875)	3	0	.51	-	 < 0.01	6.02E-01
regulation of establishment of cell polarity (GO:2000114)	2	0	.34	-	 < 0.01	7.13E-01
skeletal muscle atrophy (GO:0014732)	1	0	.17	-	 < 0.01	8.44E-01
detection of pheromone (GO:0043695)	7	0	1.18	-	 < 0.01	3.06E-01
temperature compensation of the circadian clock (GO:0010378)	5	0	.85	-	 < 0.01	4.29E-01
UDP-N-acetylglucosamine transmembrane transport (GO:1990569)	2	0	.34	-	 < 0.01	7.13E-01
maternal determination of dorsal/ventral axis, ovarian follicular epithelium, germ-line encoded (GO:0008070)	2	0	.34	-	 < 0.01	7.13E-01
protein homotetramerization (GO:0051289)	3	0	.51	-	 < 0.01	6.02E-01
macromolecule depalmitoylation (GO:0098734)	2	0	.34	-	 < 0.01	7.13E-01
positive regulation of DNA-dependent DNA replication (GO:2000105)	7	0	1.18	-	 < 0.01	3.06E-01
cellular response to salt (GO:1902075)	1	0	.17	-	 < 0.01	8.44E-01
response to salt (GO:1902074)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of peptidoglycan recognition protein signaling pathway (GO:0061059)	6	0	1.02	-	 < 0.01	3.62E-01
establishment of blood-nerve barrier (GO:0008065)	1	0	.17	-	 < 0.01	8.44E-01
positive regulation of pole plasm oskar mRNA localization (GO:0045856)	2	0	.34	-	 < 0.01	7.13E-01
pH elevation (GO:0045852)	1	0	.17	-	 < 0.01	8.44E-01
innate immune response-activating signal transduction (GO:0002758)	4	0	.68	-	 < 0.01	5.08E-01
response to trehalose (GO:0010353)	3	0	.51	-	 < 0.01	6.02E-01
immune response-activating signal transduction (GO:0002757)	4	0	.68	-	 < 0.01	5.08E-01
negative regulation of wound healing (GO:0061045)	2	0	.34	-	 < 0.01	7.13E-01
MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	1	0	.17	-	 < 0.01	8.44E-01
