




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4437524 Released 2021-01-01
Analyzed List:	upload_1 (Arabidopsis thaliana)
Reference List:	arabidopsis_bg.txt (Arabidopsis thaliana)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	arabidopsis_bg.txt - REFLIST (14244)	upload_1 (1540)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
pre-mRNA cleavage required for polyadenylation (GO:0098789)	2	0	.22	-	 < 0.01	8.06E-01
mRNA cleavage involved in mRNA processing (GO:0098787)	2	0	.22	-	 < 0.01	8.06E-01
cell junction assembly (GO:0034329)	7	0	.76	-	 < 0.01	4.69E-01
activation of protein kinase activity (GO:0032147)	10	0	1.08	-	 < 0.01	3.39E-01
diol biosynthetic process (GO:0034312)	9	0	.97	-	 < 0.01	3.78E-01
diol metabolic process (GO:0034311)	9	0	.97	-	 < 0.01	3.78E-01
meiosis II cell cycle phase (GO:0098765)	1	0	.11	-	 < 0.01	8.98E-01
meiosis I cell cycle phase (GO:0098764)	1	0	.11	-	 < 0.01	8.98E-01
mitotic cell cycle phase (GO:0098763)	3	0	.32	-	 < 0.01	7.23E-01
meiotic cell cycle phase (GO:0098762)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of transcription by RNA polymerase V (GO:1904281)	1	0	.11	-	 < 0.01	8.98E-01
rhamnogalacturonan I metabolic process (GO:0010395)	4	0	.43	-	 < 0.01	6.49E-01
homogalacturonan metabolic process (GO:0010394)	3	0	.32	-	 < 0.01	7.23E-01
galactoglucomannan metabolic process (GO:0010392)	1	0	.11	-	 < 0.01	8.98E-01
histone monoubiquitination (GO:0010390)	2	0	.22	-	 < 0.01	8.06E-01
regulation of protein refolding (GO:0061083)	1	0	.11	-	 < 0.01	8.98E-01
regulation of peptide secretion (GO:0002791)	1	0	.11	-	 < 0.01	8.98E-01
protein desumoylation (GO:0016926)	6	0	.65	-	 < 0.01	5.23E-01
maintenance of seed dormancy by absisic acid (GO:0098755)	1	0	.11	-	 < 0.01	8.98E-01
regulation of transcription by RNA polymerase V (GO:1904279)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of stomatal complex development (GO:2000123)	2	0	.22	-	 < 0.01	8.06E-01
positive regulation of wax biosynthetic process (GO:1904278)	3	0	.32	-	 < 0.01	7.23E-01
negative regulation of stomatal complex development (GO:2000122)	4	0	.43	-	 < 0.01	6.49E-01
negative regulation of wax biosynthetic process (GO:1904277)	1	0	.11	-	 < 0.01	8.98E-01
regulation of removal of superoxide radicals (GO:2000121)	1	0	.11	-	 < 0.01	8.98E-01
regulation of wax biosynthetic process (GO:1904276)	4	0	.43	-	 < 0.01	6.49E-01
peroxisome-chloroplast membrane tethering (GO:0010381)	1	0	.11	-	 < 0.01	8.98E-01
mitochondrial L-ornithine transmembrane transport (GO:1990575)	2	0	.22	-	 < 0.01	8.06E-01
positive regulation of sister chromatid cohesion (GO:0045876)	1	0	.11	-	 < 0.01	8.98E-01
centrosome duplication (GO:0051298)	2	0	.22	-	 < 0.01	8.06E-01
regulation of establishment of cell polarity (GO:2000114)	5	0	.54	-	 < 0.01	5.82E-01
protein heterooligomerization (GO:0051291)	3	0	.32	-	 < 0.01	7.23E-01
protein heterotetramerization (GO:0051290)	1	0	.11	-	 < 0.01	8.98E-01
guard cell fate commitment (GO:0010377)	1	0	.11	-	 < 0.01	8.98E-01
stomatal complex formation (GO:0010376)	2	0	.22	-	 < 0.01	8.06E-01
stomatal complex patterning (GO:0010375)	5	0	.54	-	 < 0.01	5.82E-01
negative regulation of gibberellin biosynthetic process (GO:0010373)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of gibberellin biosynthetic process (GO:0010372)	3	0	.32	-	 < 0.01	7.23E-01
regulation of gibberellin biosynthetic process (GO:0010371)	8	0	.86	-	 < 0.01	4.21E-01
regulation of nematode larval development (GO:0061062)	2	0	.22	-	 < 0.01	8.06E-01
macromolecule depalmitoylation (GO:0098734)	2	0	.22	-	 < 0.01	8.06E-01
protein homotetramerization (GO:0051289)	4	0	.43	-	 < 0.01	6.49E-01
positive regulation of DNA-dependent DNA replication (GO:2000105)	3	0	.32	-	 < 0.01	7.23E-01
positive regulation of proteolysis (GO:0045862)	22	0	2.38	-	 < 0.01	9.25E-02
post-translational protein modification (GO:0043687)	6	0	.65	-	 < 0.01	5.23E-01
positive regulation of protein kinase activity (GO:0045860)	13	0	1.41	-	 < 0.01	2.45E-01
positive regulation of age-related resistance (GO:1904250)	1	0	.11	-	 < 0.01	8.98E-01
cellular response to salt (GO:1902075)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of ethylene biosynthetic process (GO:0010366)	3	0	.32	-	 < 0.01	7.23E-01
positive regulation of ethylene biosynthetic process (GO:0010365)	2	0	.22	-	 < 0.01	8.06E-01
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of anion channel activity by blue light (GO:0010362)	2	0	.22	-	 < 0.01	8.06E-01
regulation of anion channel activity by blue light (GO:0010361)	2	0	.22	-	 < 0.01	8.06E-01
negative regulation of anion channel activity (GO:0010360)	3	0	.32	-	 < 0.01	7.23E-01
mitochondrial coenzyme A transmembrane transport (GO:1990559)	2	0	.22	-	 < 0.01	8.06E-01
symmetric cell division (GO:0098725)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of molecular function, epigenetic (GO:0045857)	2	0	.22	-	 < 0.01	8.06E-01
uracil import across plasma membrane (GO:0098721)	2	0	.22	-	 < 0.01	8.06E-01
regulation of age-related resistance (GO:1904248)	1	0	.11	-	 < 0.01	8.98E-01
regulation of cell wall pectin metabolic process (GO:1902066)	3	0	.32	-	 < 0.01	7.23E-01
response to trehalose (GO:0010353)	3	0	.32	-	 < 0.01	7.23E-01
lithium ion export across the plasma membrane (GO:0010352)	1	0	.11	-	 < 0.01	8.98E-01
cellular response to magnesium starvation (GO:0010350)	1	0	.11	-	 < 0.01	8.98E-01
cell surface pattern recognition receptor signaling pathway (GO:0002752)	1	0	.11	-	 < 0.01	8.98E-01
pantothenate import across plasma membrane (GO:0098717)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of nitrogen utilization (GO:0045848)	1	0	.11	-	 < 0.01	8.98E-01
mitochondrial ATP transmembrane transport (GO:1990544)	5	0	.54	-	 < 0.01	5.82E-01
L-glutamate import across plasma membrane (GO:0098712)	3	0	.32	-	 < 0.01	7.23E-01
iron ion import across plasma membrane (GO:0098711)	2	0	.22	-	 < 0.01	8.06E-01
guanine import across plasma membrane (GO:0098710)	2	0	.22	-	 < 0.01	8.06E-01
suberin biosynthetic process (GO:0010345)	20	0	2.16	-	 < 0.01	1.15E-01
seed oilbody biogenesis (GO:0010344)	9	0	.97	-	 < 0.01	3.78E-01
singlet oxygen-mediated programmed cell death (GO:0010343)	3	0	.32	-	 < 0.01	7.23E-01
endosperm cellularization (GO:0010342)	2	0	.22	-	 < 0.01	8.06E-01
copper ion import across plasma membrane (GO:0098705)	1	0	.11	-	 < 0.01	8.98E-01
adenine import across plasma membrane (GO:0098702)	2	0	.22	-	 < 0.01	8.06E-01
negative regulation of meiotic nuclear division (GO:0045835)	4	0	.43	-	 < 0.01	6.49E-01
positive regulation of lipid metabolic process (GO:0045834)	12	0	1.30	-	 < 0.01	2.73E-01
negative regulation of lipid metabolic process (GO:0045833)	5	0	.54	-	 < 0.01	5.82E-01
response to non-ionic osmotic stress (GO:0010335)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of isoprenoid metabolic process (GO:0045828)	7	0	.76	-	 < 0.01	4.69E-01
negative regulation of isoprenoid metabolic process (GO:0045827)	3	0	.32	-	 < 0.01	7.23E-01
negative regulation of cellular defense response (GO:0051245)	3	0	.32	-	 < 0.01	7.23E-01
negative regulation of seed dormancy process (GO:1902039)	1	0	.11	-	 < 0.01	8.98E-01
induction of programmed cell death (GO:0012502)	1	0	.11	-	 < 0.01	8.98E-01
nucleoside bisphosphate catabolic process (GO:0033869)	3	0	.32	-	 < 0.01	7.23E-01
membrane invagination (GO:0010324)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway (GO:0010323)	1	0	.11	-	 < 0.01	8.98E-01
regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway (GO:0010322)	2	0	.22	-	 < 0.01	8.06E-01
regulation of vegetative phase change (GO:0010321)	6	0	.65	-	 < 0.01	5.23E-01
positive regulation of gene expression, epigenetic (GO:0045815)	9	0	.97	-	 < 0.01	3.78E-01
spindle disassembly (GO:0051230)	3	0	.32	-	 < 0.01	7.23E-01
secondary thickening (GO:0080191)	1	0	.11	-	 < 0.01	8.98E-01
nitrate import (GO:1902025)	3	0	.32	-	 < 0.01	7.23E-01
L-arginine transport (GO:1902023)	3	0	.32	-	 < 0.01	7.23E-01
detoxification of zinc ion (GO:0010312)	1	0	.11	-	 < 0.01	8.98E-01
mitotic DNA replication maintenance of fidelity (GO:1990505)	1	0	.11	-	 < 0.01	8.98E-01
mitotic spindle disassembly (GO:0051228)	3	0	.32	-	 < 0.01	7.23E-01
gene silencing by RNA-directed DNA methylation (GO:0080188)	17	0	1.84	-	 < 0.01	1.59E-01
regulation of protein transport (GO:0051223)	6	0	.65	-	 < 0.01	5.23E-01
floral organ senescence (GO:0080187)	5	0	.54	-	 < 0.01	5.82E-01
positive regulation of protein transport (GO:0051222)	3	0	.32	-	 < 0.01	7.23E-01
response to phenylpropanoid (GO:0080184)	1	0	.11	-	 < 0.01	8.98E-01
histone H3-K4 trimethylation (GO:0080182)	2	0	.22	-	 < 0.01	8.06E-01
lateral root branching (GO:0080181)	2	0	.22	-	 < 0.01	8.06E-01
mannitol metabolic process (GO:0019594)	1	0	.11	-	 < 0.01	8.98E-01
regulation of DNA-templated transcription in response to stress (GO:0043620)	4	0	.43	-	 < 0.01	6.49E-01
mannitol biosynthetic process (GO:0019593)	1	0	.11	-	 < 0.01	8.98E-01
lipopolysaccharide-mediated signaling pathway (GO:0031663)	1	0	.11	-	 < 0.01	8.98E-01
RNAi-mediated antiviral immunity against RNA virus (GO:0051214)	3	0	.32	-	 < 0.01	7.23E-01
5-carbamoylmethyl uridine residue modification (GO:0080178)	2	0	.22	-	 < 0.01	8.06E-01
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	3	0	.32	-	 < 0.01	7.23E-01
plastoglobule organization (GO:0080177)	3	0	.32	-	 < 0.01	7.23E-01
cellular response to sucrose starvation (GO:0043617)	4	0	.43	-	 < 0.01	6.49E-01
anisotropic cell growth (GO:0051211)	2	0	.22	-	 < 0.01	8.06E-01
phragmoplast microtubule organization (GO:0080175)	3	0	.32	-	 < 0.01	7.23E-01
male-female gamete recognition during double fertilization forming a zygote and endosperm (GO:0080173)	2	0	.22	-	 < 0.01	8.06E-01
petal epidermis patterning (GO:0080172)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of toxin transport (GO:1902009)	1	0	.11	-	 < 0.01	8.98E-01
hydrogen peroxide transmembrane transport (GO:0080170)	6	0	.65	-	 < 0.01	5.23E-01
regulation of toxin transport (GO:1902007)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of proline biosynthetic process (GO:1902006)	1	0	.11	-	 < 0.01	8.98E-01
regulation of proline biosynthetic process (GO:1902005)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of amyloid-beta formation (GO:1902004)	1	0	.11	-	 < 0.01	8.98E-01
regulation of amyloid-beta formation (GO:1902003)	1	0	.11	-	 < 0.01	8.98E-01
fatty acid transmembrane transport (GO:1902001)	7	0	.76	-	 < 0.01	4.69E-01
cellular response to boron-containing substance deprivation (GO:0080169)	1	0	.11	-	 < 0.01	8.98E-01
regulation of carbon utilization (GO:0043609)	2	0	.22	-	 < 0.01	8.06E-01
phytochromobilin metabolic process (GO:0051202)	3	0	.32	-	 < 0.01	7.23E-01
stomium development (GO:0080166)	1	0	.11	-	 < 0.01	8.98E-01
callose deposition in phloem sieve plate (GO:0080165)	2	0	.22	-	 < 0.01	8.06E-01
regulation of nitric oxide metabolic process (GO:0080164)	2	0	.22	-	 < 0.01	8.06E-01
intracellular auxin transport (GO:0080162)	1	0	.11	-	 < 0.01	8.98E-01
selenate transport (GO:0080160)	2	0	.22	-	 < 0.01	8.06E-01
protein destabilization (GO:0031648)	2	0	.22	-	 < 0.01	8.06E-01
zygote elongation (GO:0080159)	1	0	.11	-	 < 0.01	8.98E-01
regulation of plant-type cell wall organization or biogenesis (GO:0080157)	2	0	.22	-	 < 0.01	8.06E-01
regulation of double fertilization forming a zygote and endosperm (GO:0080155)	6	0	.65	-	 < 0.01	5.23E-01
regulation of fertilization (GO:0080154)	6	0	.65	-	 < 0.01	5.23E-01
regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	3	0	.32	-	 < 0.01	7.23E-01
regulation of inorganic anion transmembrane transport (GO:1903795)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of anion transport (GO:1903792)	3	0	.32	-	 < 0.01	7.23E-01
uracil transmembrane transport (GO:1903791)	2	0	.22	-	 < 0.01	8.06E-01
guanine nucleotide transmembrane transport (GO:1903790)	1	0	.11	-	 < 0.01	8.98E-01
regulation of asymmetric cell division (GO:0009786)	3	0	.32	-	 < 0.01	7.23E-01
photosynthetic NADP+ reduction (GO:0009780)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of response to water deprivation (GO:0080148)	4	0	.43	-	 < 0.01	6.49E-01
cysteine homeostasis (GO:0080145)	1	0	.11	-	 < 0.01	8.98E-01
regulation of salicylic acid biosynthetic process (GO:0080142)	12	0	1.30	-	 < 0.01	2.73E-01
regulation of jasmonic acid biosynthetic process (GO:0080141)	6	0	.65	-	 < 0.01	5.23E-01
regulation of jasmonic acid metabolic process (GO:0080140)	6	0	.65	-	 < 0.01	5.23E-01
receptor internalization (GO:0031623)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of lipid localization (GO:1905953)	1	0	.11	-	 < 0.01	8.98E-01
arginine catabolic process to glutamate (GO:0019544)	1	0	.11	-	 < 0.01	8.98E-01
purine-containing compound transmembrane transport (GO:0072530)	10	0	1.08	-	 < 0.01	3.39E-01
(-)-pinoresinol biosynthetic process (GO:1901599)	2	0	.22	-	 < 0.01	8.06E-01
(-)-pinoresinol metabolic process (GO:1901598)	2	0	.22	-	 < 0.01	8.06E-01
AMP transport (GO:0080121)	4	0	.43	-	 < 0.01	6.49E-01
regulation of behavior (GO:0050795)	1	0	.11	-	 < 0.01	8.98E-01
CAAX-box protein maturation (GO:0080120)	2	0	.22	-	 < 0.01	8.06E-01
maintenance of floral organ identity (GO:0048497)	7	0	.76	-	 < 0.01	4.69E-01
regulation of viral process (GO:0050792)	2	0	.22	-	 < 0.01	8.06E-01
negative regulation of DNA-templated transcription, termination (GO:0060567)	1	0	.11	-	 < 0.01	8.98E-01
ER body organization (GO:0080119)	3	0	.32	-	 < 0.01	7.23E-01
positive regulation of glycine hydroxymethyltransferase activity (GO:0080114)	1	0	.11	-	 < 0.01	8.98E-01
seed growth (GO:0080112)	3	0	.32	-	 < 0.01	7.23E-01
DNA demethylation (GO:0080111)	8	0	.86	-	 < 0.01	4.21E-01
regulation of cell fate determination (GO:1905933)	1	0	.11	-	 < 0.01	8.98E-01
D-gluconate metabolic process (GO:0019521)	4	0	.43	-	 < 0.01	6.49E-01
aldonic acid metabolic process (GO:0019520)	4	0	.43	-	 < 0.01	6.49E-01
plant ovule morphogenesis (GO:0048482)	2	0	.22	-	 < 0.01	8.06E-01
stigma development (GO:0048480)	3	0	.32	-	 < 0.01	7.23E-01
sucrose mediated signaling (GO:0009745)	1	0	.11	-	 < 0.01	8.98E-01
cell aging (GO:0007569)	1	0	.11	-	 < 0.01	8.98E-01
style development (GO:0048479)	3	0	.32	-	 < 0.01	7.23E-01
divalent inorganic anion homeostasis (GO:0072505)	1	0	.11	-	 < 0.01	8.98E-01
replication fork protection (GO:0048478)	3	0	.32	-	 < 0.01	7.23E-01
cellular trivalent inorganic anion homeostasis (GO:0072502)	3	0	.32	-	 < 0.01	7.23E-01
triglyceride homeostasis (GO:0070328)	1	0	.11	-	 < 0.01	8.98E-01
response to benomyl (GO:1901561)	1	0	.11	-	 < 0.01	8.98E-01
L-methionine salvage from methylthioadenosine (GO:0019509)	8	0	.86	-	 < 0.01	4.21E-01
cyanide catabolic process (GO:0019500)	1	0	.11	-	 < 0.01	8.98E-01
carpel formation (GO:0048462)	1	0	.11	-	 < 0.01	8.98E-01
detection of brassinosteroid stimulus (GO:0009729)	2	0	.22	-	 < 0.01	8.06E-01
flower structural organization (GO:0048461)	1	0	.11	-	 < 0.01	8.98E-01
detection of ethylene stimulus (GO:0009727)	3	0	.32	-	 < 0.01	7.23E-01
detection of endogenous stimulus (GO:0009726)	6	0	.65	-	 < 0.01	5.23E-01
detection of cytokinin stimulus (GO:0009722)	1	0	.11	-	 < 0.01	8.98E-01
detection of hormone stimulus (GO:0009720)	6	0	.65	-	 < 0.01	5.23E-01
floral whorl morphogenesis (GO:0048457)	1	0	.11	-	 < 0.01	8.98E-01
negative regulation of phospholipid metabolic process (GO:1903726)	1	0	.11	-	 < 0.01	8.98E-01
stamen formation (GO:0048455)	4	0	.43	-	 < 0.01	6.49E-01
regulation of phospholipid metabolic process (GO:1903725)	2	0	.22	-	 < 0.01	8.06E-01
anthocyanin-containing compound biosynthetic process (GO:0009718)	10	0	1.08	-	 < 0.01	3.39E-01
chalcone biosynthetic process (GO:0009715)	1	0	.11	-	 < 0.01	8.98E-01
lignin catabolic process (GO:0046274)	1	0	.11	-	 < 0.01	8.98E-01
chalcone metabolic process (GO:0009714)	1	0	.11	-	 < 0.01	8.98E-01
catechol-containing compound biosynthetic process (GO:0009713)	1	0	.11	-	 < 0.01	8.98E-01
catechol-containing compound metabolic process (GO:0009712)	1	0	.11	-	 < 0.01	8.98E-01
phenylpropanoid catabolic process (GO:0046271)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of vacuole organization (GO:0044090)	2	0	.22	-	 < 0.01	8.06E-01
stamen morphogenesis (GO:0048448)	7	0	.76	-	 < 0.01	4.69E-01
guanine transmembrane transport (GO:1903716)	2	0	.22	-	 < 0.01	8.06E-01
carpel morphogenesis (GO:0048445)	3	0	.32	-	 < 0.01	7.23E-01
nitrotoluene catabolic process (GO:0046263)	2	0	.22	-	 < 0.01	8.06E-01
trinitrotoluene catabolic process (GO:0046260)	2	0	.22	-	 < 0.01	8.06E-01
flower morphogenesis (GO:0048439)	4	0	.43	-	 < 0.01	6.49E-01
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of production of siRNA involved in RNA interference (GO:1903705)	2	0	.22	-	 < 0.01	8.06E-01
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of anion channel activity (GO:1901529)	3	0	.32	-	 < 0.01	7.23E-01
2,4,6-trinitrotoluene catabolic process (GO:0046256)	2	0	.22	-	 < 0.01	8.06E-01
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)	3	0	.32	-	 < 0.01	7.23E-01
cell death in response to hydrogen peroxide (GO:0036474)	2	0	.22	-	 < 0.01	8.06E-01
cell death in response to oxidative stress (GO:0036473)	6	0	.65	-	 < 0.01	5.23E-01
tRNA 5'-end processing (GO:0099116)	1	0	.11	-	 < 0.01	8.98E-01
salicylic acid catabolic process (GO:0046244)	4	0	.43	-	 < 0.01	6.49E-01
microtubule-based transport (GO:0099111)	1	0	.11	-	 < 0.01	8.98E-01
response to maltose (GO:0034286)	1	0	.11	-	 < 0.01	8.98E-01
ether biosynthetic process (GO:1901503)	3	0	.32	-	 < 0.01	7.23E-01
regulation of protein secretion (GO:0050708)	1	0	.11	-	 < 0.01	8.98E-01
calcium import into the mitochondrion (GO:0036444)	7	0	.76	-	 < 0.01	4.69E-01
indolalkylamine catabolic process (GO:0046218)	8	0	.86	-	 < 0.01	4.21E-01
negative regulation of L-ascorbic acid biosynthetic process (GO:2000083)	1	0	.11	-	 < 0.01	8.98E-01
regulation of L-ascorbic acid biosynthetic process (GO:2000082)	4	0	.43	-	 < 0.01	6.49E-01
cyanide biosynthetic process (GO:0046202)	1	0	.11	-	 < 0.01	8.98E-01
regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)	15	0	1.62	-	 < 0.01	1.97E-01
regulation of defense response to insect (GO:2000068)	6	0	.65	-	 < 0.01	5.23E-01
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	20	0	2.16	-	 < 0.01	1.15E-01
modulation by symbiont of host process (GO:0044003)	5	0	.54	-	 < 0.01	5.82E-01
acquisition of nutrients from host (GO:0044002)	1	0	.11	-	 < 0.01	8.98E-01
cardiolipin biosynthetic process (GO:0032049)	1	0	.11	-	 < 0.01	8.98E-01
cardiolipin metabolic process (GO:0032048)	1	0	.11	-	 < 0.01	8.98E-01
mitochondrial DNA metabolic process (GO:0032042)	1	0	.11	-	 < 0.01	8.98E-01
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	1	0	.11	-	 < 0.01	8.98E-01
carbohydrate transmembrane transport (GO:0034219)	21	0	2.27	-	 < 0.01	1.03E-01
protein hexamerization (GO:0034214)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of chromatin assembly or disassembly (GO:0045799)	4	0	.43	-	 < 0.01	6.49E-01
regulation of trichome morphogenesis (GO:2000039)	2	0	.22	-	 < 0.01	8.06E-01
regulation of stem cell population maintenance (GO:2000036)	4	0	.43	-	 < 0.01	6.49E-01
detoxification of cobalt ion (GO:0010299)	1	0	.11	-	 < 0.01	8.98E-01
response to magnesium ion (GO:0032026)	1	0	.11	-	 < 0.01	8.98E-01
regulation of proanthocyanidin biosynthetic process (GO:2000029)	1	0	.11	-	 < 0.01	8.98E-01
mRNA pseudouridine synthesis (GO:1990481)	2	0	.22	-	 < 0.01	8.06E-01
regulation of leaf formation (GO:2000025)	2	0	.22	-	 < 0.01	8.06E-01
homogalacturonan biosynthetic process (GO:0010289)	3	0	.32	-	 < 0.01	7.23E-01
response to lead ion (GO:0010288)	4	0	.43	-	 < 0.01	6.49E-01
regulation of endosperm development (GO:2000014)	5	0	.54	-	 < 0.01	5.82E-01
regulation of arginine biosynthetic process via ornithine (GO:2000013)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of asymmetric cell division (GO:0045770)	1	0	.11	-	 < 0.01	8.98E-01
regulation of adaxial/abaxial pattern formation (GO:2000011)	2	0	.22	-	 < 0.01	8.06E-01
7,8-dihydroneopterin 3'-triphosphate biosynthetic process (GO:0035998)	1	0	.11	-	 < 0.01	8.98E-01
positive regulation of TOR signaling (GO:0032008)	1	0	.11	-	 < 0.01	8.98E-01
regulation of TOR signaling (GO:0032006)	1	0	.11	-	 < 0.01	8.98E-01
NAD(P)H dehydrogenase complex assembly (GO:0010275)	4	0	.43	-	 < 0.01	6.49E-01
hydrotropism (GO:0010274)	6	0	.65	-	 < 0.01	5.23E-01
respiratory burst involved in defense response (GO:0002679)	5	0	.54	-	 < 0.01	5.82E-01
detoxification of copper ion (GO:0010273)	3	0	.32	-	 < 0.01	7.23E-01
regulation of chlorophyll catabolic process (GO:0010271)	5	0	.54	-	 < 0.01	5.82E-01
positive regulation of fatty acid beta-oxidation (GO:0032000)	2	0	.22	-	 < 0.01	8.06E-01
negative regulation of protein localization to cell surface (GO:2000009)	1	0	.11	-	 < 0.01	8.98E-01
prosthetic group metabolic process (GO:0051189)	4	0	.43	-	 < 0.01	6.49E-01
box H/ACA RNA 3'-end processing (GO:0000495)	1	0	.11	-	 < 0.01	8.98E-01
regulation of protein localization to cell surface (GO:2000008)	1	0	.11	-	 < 0.01	8.98E-01
box C/D RNA 3'-end processing (GO:0000494)	3	0	.32	-	 < 0.01	7.23E-01
positive regulation of cellular amino acid metabolic process (GO:0045764)	1	0	.11	-	 < 0.01	8.98E-01
