




Analysis Type:	PANTHER Overrepresentation Test (Released 20200728)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4081749 Released 2020-10-09
Analyzed List:	upload_1 (Drosophila melanogaster)
Reference List:	fly_background.txt (Drosophila melanogaster)	There are duplicate IDs in the file. The unique set of IDs will be used.
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	fly_background.txt - REFLIST (5878)	upload_1 (1025)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:2000622)	1	0	.17	-	 < 0.01	8.40E-01
regulation of protein localization to cell cortex (GO:1904776)	2	0	.35	-	 < 0.01	7.06E-01
positive regulation of histone H4-K16 acetylation (GO:2000620)	1	0	.17	-	 < 0.01	8.40E-01
peptidyl-glutamine methylation (GO:0018364)	1	0	.17	-	 < 0.01	8.40E-01
regulation of sequestering of triglyceride (GO:0010889)	6	0	1.05	-	 < 0.01	3.51E-01
synaptic vesicle budding from presynaptic endocytic zone membrane (GO:0016185)	3	0	.52	-	 < 0.01	5.93E-01
synaptic vesicle budding from endosome (GO:0016182)	1	0	.17	-	 < 0.01	8.40E-01
regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	1	0	.17	-	 < 0.01	8.40E-01
mystery cell differentiation (GO:0008583)	1	0	.17	-	 < 0.01	8.40E-01
negative regulation of histone H4-K16 acetylation (GO:2000619)	1	0	.17	-	 < 0.01	8.40E-01
regulation of histone H4-K16 acetylation (GO:2000618)	2	0	.35	-	 < 0.01	7.06E-01
regulation of histone H3-K9 acetylation (GO:2000615)	1	0	.17	-	 < 0.01	8.40E-01
negative regulation of macroautophagy by TORC1 signaling (GO:1904766)	2	0	.35	-	 < 0.01	7.06E-01
lipid transport involved in lipid storage (GO:0010877)	1	0	.17	-	 < 0.01	8.40E-01
targeting of mRNA for destruction involved in RNA interference (GO:0030423)	3	0	.52	-	 < 0.01	5.93E-01
production of siRNA involved in RNA interference (GO:0030422)	12	0	2.09	-	 < 0.01	1.23E-01
termination of mitochondrial transcription (GO:0006393)	2	0	.35	-	 < 0.01	7.06E-01
transcription initiation from mitochondrial promoter (GO:0006391)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of cell division (GO:0051781)	8	0	1.40	-	 < 0.01	2.48E-01
positive regulation of Arp2/3 complex-mediated actin nucleation (GO:2000601)	2	0	.35	-	 < 0.01	7.06E-01
protein geranylgeranylation (GO:0018344)	5	0	.87	-	 < 0.01	4.18E-01
protein farnesylation (GO:0018343)	1	0	.17	-	 < 0.01	8.40E-01
protein prenylation (GO:0018342)	5	0	.87	-	 < 0.01	4.18E-01
cellular response to fructose stimulus (GO:0071332)	1	0	.17	-	 < 0.01	8.40E-01
negative regulation of triglyceride biosynthetic process (GO:0010868)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of triglyceride biosynthetic process (GO:0010867)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of serine-type peptidase activity (GO:1902573)	1	0	.17	-	 < 0.01	8.40E-01
regulation of triglyceride biosynthetic process (GO:0010866)	3	0	.52	-	 < 0.01	5.93E-01
negative regulation of serine-type peptidase activity (GO:1902572)	1	0	.17	-	 < 0.01	8.40E-01
regulation of serine-type peptidase activity (GO:1902571)	2	0	.35	-	 < 0.01	7.06E-01
tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388)	1	0	.17	-	 < 0.01	8.40E-01
transcription initiation from RNA polymerase III promoter (GO:0006384)	3	0	.52	-	 < 0.01	5.93E-01
adenosine to inosine editing (GO:0006382)	5	0	.87	-	 < 0.01	4.18E-01
response to redox state (GO:0051775)	1	0	.17	-	 < 0.01	8.40E-01
cellular response to cAMP (GO:0071320)	2	0	.35	-	 < 0.01	7.06E-01
mRNA cleavage (GO:0006379)	7	0	1.22	-	 < 0.01	2.95E-01
mRNA splice site selection (GO:0006376)	3	0	.52	-	 < 0.01	5.93E-01
7-methylguanosine mRNA capping (GO:0006370)	2	0	.35	-	 < 0.01	7.06E-01
negative regulation of secondary metabolite biosynthetic process (GO:1900377)	1	0	.17	-	 < 0.01	8.40E-01
regulation of secondary metabolite biosynthetic process (GO:1900376)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of circadian sleep/wake cycle, wakefulness (GO:0010841)	4	0	.70	-	 < 0.01	4.98E-01
regulation of circadian sleep/wake cycle, wakefulness (GO:0010840)	4	0	.70	-	 < 0.01	4.98E-01
visual learning (GO:0008542)	4	0	.70	-	 < 0.01	4.98E-01
positive regulation of RNA interference (GO:1900370)	1	0	.17	-	 < 0.01	8.40E-01
dopamine uptake (GO:0090494)	1	0	.17	-	 < 0.01	8.40E-01
catecholamine uptake (GO:0090493)	1	0	.17	-	 < 0.01	8.40E-01
termination of RNA polymerase I transcription (GO:0006363)	1	0	.17	-	 < 0.01	8.40E-01
transcription initiation from RNA polymerase I promoter (GO:0006361)	2	0	.35	-	 < 0.01	7.06E-01
meiotic sister chromatid cohesion, centromeric (GO:0051754)	4	0	.70	-	 < 0.01	4.98E-01
molybdenum incorporation into molybdenum-molybdopterin complex (GO:0018315)	1	0	.17	-	 < 0.01	8.40E-01
glycoside catabolic process (GO:0016139)	2	0	.35	-	 < 0.01	7.06E-01
glycoside metabolic process (GO:0016137)	2	0	.35	-	 < 0.01	7.06E-01
regulation of RNA interference (GO:1900368)	1	0	.17	-	 < 0.01	8.40E-01
telomere maintenance via telomere lengthening (GO:0010833)	2	0	.35	-	 < 0.01	7.06E-01
negative regulation of mRNA polyadenylation (GO:1900364)	3	0	.52	-	 < 0.01	5.93E-01
regulation of mRNA polyadenylation (GO:1900363)	4	0	.70	-	 < 0.01	4.98E-01
purine nucleotide-sugar transmembrane transport (GO:0090480)	2	0	.35	-	 < 0.01	7.06E-01
negative regulation of centrosome duplication (GO:0010826)	1	0	.17	-	 < 0.01	8.40E-01
carotene catabolic process (GO:0016121)	1	0	.17	-	 < 0.01	8.40E-01
myeloid cell development (GO:0061515)	1	0	.17	-	 < 0.01	8.40E-01
regulation of gene expression by genetic imprinting (GO:0006349)	1	0	.17	-	 < 0.01	8.40E-01
protein localization to cilium (GO:0061512)	6	0	1.05	-	 < 0.01	3.51E-01
chromatin silencing at telomere (GO:0006348)	4	0	.70	-	 < 0.01	4.98E-01
carotene metabolic process (GO:0016119)	1	0	.17	-	 < 0.01	8.40E-01
carotenoid metabolic process (GO:0016116)	1	0	.17	-	 < 0.01	8.40E-01
negative regulation of cell-substrate adhesion (GO:0010812)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of cell-substrate adhesion (GO:0010811)	5	0	.87	-	 < 0.01	4.18E-01
negative regulation of viral genome replication (GO:0045071)	4	0	.70	-	 < 0.01	4.98E-01
positive regulation of viral genome replication (GO:0045070)	1	0	.17	-	 < 0.01	8.40E-01
nucleosome disassembly (GO:0006337)	1	0	.17	-	 < 0.01	8.40E-01
DNA replication-dependent nucleosome assembly (GO:0006335)	1	0	.17	-	 < 0.01	8.40E-01
regulation of Malpighian tubule size (GO:0035298)	4	0	.70	-	 < 0.01	4.98E-01
regulation of Malpighian tubule diameter (GO:0035297)	3	0	.52	-	 < 0.01	5.93E-01
determination of wing disc primordium (GO:0035294)	1	0	.17	-	 < 0.01	8.40E-01
specification of segmental identity, intercalary segment (GO:0035291)	1	0	.17	-	 < 0.01	8.40E-01
tetraterpenoid metabolic process (GO:0016108)	1	0	.17	-	 < 0.01	8.40E-01
sesquiterpenoid biosynthetic process (GO:0016106)	1	0	.17	-	 < 0.01	8.40E-01
regulation of viral genome replication (GO:0045069)	5	0	.87	-	 < 0.01	4.18E-01
diterpenoid biosynthetic process (GO:0016102)	1	0	.17	-	 < 0.01	8.40E-01
miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280)	1	0	.17	-	 < 0.01	8.40E-01
regulation of signal transduction involved in mitotic G2 DNA damage checkpoint (GO:1902504)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of transposon integration (GO:0070896)	1	0	.17	-	 < 0.01	8.40E-01
negative regulation of transposon integration (GO:0070895)	1	0	.17	-	 < 0.01	8.40E-01
transcytosis (GO:0045056)	2	0	.35	-	 < 0.01	7.06E-01
regulation of transposon integration (GO:0070894)	2	0	.35	-	 < 0.01	7.06E-01
protein retention in Golgi apparatus (GO:0045053)	1	0	.17	-	 < 0.01	8.40E-01
protein insertion into ER membrane by GPI attachment sequence (GO:0045052)	1	0	.17	-	 < 0.01	8.40E-01
mRNA cleavage involved in gene silencing by miRNA (GO:0035279)	1	0	.17	-	 < 0.01	8.40E-01
miRNA mediated inhibition of translation (GO:0035278)	1	0	.17	-	 < 0.01	8.40E-01
mitotic recombination (GO:0006312)	5	0	.87	-	 < 0.01	4.18E-01
intraspecies interaction between organisms (GO:0051703)	6	0	1.05	-	 < 0.01	3.51E-01
interaction with symbiont (GO:0051702)	2	0	.35	-	 < 0.01	7.06E-01
interaction with host (GO:0051701)	1	0	.17	-	 < 0.01	8.40E-01
protein insertion into ER membrane (GO:0045048)	2	0	.35	-	 < 0.01	7.06E-01
apoptotic DNA fragmentation (GO:0006309)	9	0	1.57	-	 < 0.01	2.08E-01
DNA dealkylation involved in DNA repair (GO:0006307)	1	0	.17	-	 < 0.01	8.40E-01
DNA methylation (GO:0006306)	2	0	.35	-	 < 0.01	7.06E-01
DNA alkylation (GO:0006305)	2	0	.35	-	 < 0.01	7.06E-01
protein O-linked mannosylation (GO:0035269)	2	0	.35	-	 < 0.01	7.06E-01
DNA modification (GO:0006304)	4	0	.70	-	 < 0.01	4.98E-01
protein mannosylation (GO:0035268)	2	0	.35	-	 < 0.01	7.06E-01
double-strand break repair via nonhomologous end joining (GO:0006303)	5	0	.87	-	 < 0.01	4.18E-01
multicellular organism growth (GO:0035264)	11	0	1.92	-	 < 0.01	1.47E-01
genital disc sexually dimorphic development (GO:0035263)	5	0	.87	-	 < 0.01	4.18E-01
external genitalia morphogenesis (GO:0035261)	1	0	.17	-	 < 0.01	8.40E-01
internal genitalia morphogenesis (GO:0035260)	2	0	.35	-	 < 0.01	7.06E-01
positive regulation of glycogen metabolic process (GO:0070875)	4	0	.70	-	 < 0.01	4.98E-01
positive regulation of protein exit from endoplasmic reticulum (GO:0070863)	3	0	.52	-	 < 0.01	5.93E-01
quaternary ammonium group transport (GO:0015697)	1	0	.17	-	 < 0.01	8.40E-01
vitamin A biosynthetic process (GO:0035238)	1	0	.17	-	 < 0.01	8.40E-01
ionotropic glutamate receptor signaling pathway (GO:0035235)	3	0	.52	-	 < 0.01	5.93E-01
plasma membrane copper ion transport (GO:0015679)	1	0	.17	-	 < 0.01	8.40E-01
DNA replication proofreading (GO:0045004)	5	0	.87	-	 < 0.01	4.18E-01
copper ion import (GO:0015677)	3	0	.52	-	 < 0.01	5.93E-01
positive regulation of glutamate-cysteine ligase activity (GO:0035229)	1	0	.17	-	 < 0.01	8.40E-01
oxygen transport (GO:0015671)	1	0	.17	-	 < 0.01	8.40E-01
regulation of glutamate-cysteine ligase activity (GO:0035227)	1	0	.17	-	 < 0.01	8.40E-01
determination of genital disc primordium (GO:0035225)	10	0	1.74	-	 < 0.01	1.75E-01
gas transport (GO:0015669)	1	0	.17	-	 < 0.01	8.40E-01
basement membrane assembly (GO:0070831)	6	0	1.05	-	 < 0.01	3.51E-01
positive regulation of integrin-mediated signaling pathway (GO:2001046)	2	0	.35	-	 < 0.01	7.06E-01
regulation of integrin-mediated signaling pathway (GO:2001044)	2	0	.35	-	 < 0.01	7.06E-01
regulation of vesicle size (GO:0097494)	3	0	.52	-	 < 0.01	5.93E-01
clypeo-labral disc development (GO:0035213)	5	0	.87	-	 < 0.01	4.18E-01
spermathecum morphogenesis (GO:0035211)	3	0	.52	-	 < 0.01	5.93E-01
heterochromatin maintenance (GO:0070829)	2	0	.35	-	 < 0.01	7.06E-01
chromatin maintenance (GO:0070827)	4	0	.70	-	 < 0.01	4.98E-01
dendrite extension (GO:0097484)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of hemocyte proliferation (GO:0035208)	4	0	.70	-	 < 0.01	4.98E-01
negative regulation of hemocyte proliferation (GO:0035207)	6	0	1.05	-	 < 0.01	3.51E-01
positive regulation of lamellocyte differentiation (GO:0035205)	1	0	.17	-	 < 0.01	8.40E-01
negative regulation of lamellocyte differentiation (GO:0035204)	9	0	1.57	-	 < 0.01	2.08E-01
regulation of lamellocyte differentiation (GO:0035203)	11	0	1.92	-	 < 0.01	1.47E-01
export across plasma membrane (GO:0140115)	5	0	.87	-	 < 0.01	4.18E-01
hydrogen sulfide biosynthetic process (GO:0070814)	1	0	.17	-	 < 0.01	8.40E-01
hydrogen sulfide metabolic process (GO:0070813)	1	0	.17	-	 < 0.01	8.40E-01
regulation of viral transcription (GO:0046782)	1	0	.17	-	 < 0.01	8.40E-01
regulation of response to drug (GO:2001023)	3	0	.52	-	 < 0.01	5.93E-01
positive regulation of response to DNA damage stimulus (GO:2001022)	5	0	.87	-	 < 0.01	4.18E-01
neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)	2	0	.35	-	 < 0.01	7.06E-01
axo-dendritic protein transport (GO:0099640)	2	0	.35	-	 < 0.01	7.06E-01
ubiquitin-dependent glycoprotein ERAD pathway (GO:0097466)	2	0	.35	-	 < 0.01	7.06E-01
epithelial cell proliferation involved in renal tubule morphogenesis (GO:2001013)	8	0	1.40	-	 < 0.01	2.48E-01
positive regulation of lysosomal protein catabolic process (GO:1905167)	1	0	.17	-	 < 0.01	8.40E-01
regulation of lysosomal protein catabolic process (GO:1905165)	1	0	.17	-	 < 0.01	8.40E-01
neurotransmitter receptor transport, endosome to plasma membrane (GO:0099639)	2	0	.35	-	 < 0.01	7.06E-01
endosome to plasma membrane protein transport (GO:0099638)	3	0	.52	-	 < 0.01	5.93E-01
neurotransmitter receptor transport (GO:0099637)	7	0	1.22	-	 < 0.01	2.95E-01
protein localization to postsynaptic specialization membrane (GO:0099633)	2	0	.35	-	 < 0.01	7.06E-01
peripheral nervous system neuron axonogenesis (GO:0048936)	2	0	.35	-	 < 0.01	7.06E-01
peripheral nervous system neuron development (GO:0048935)	10	0	1.74	-	 < 0.01	1.75E-01
peripheral nervous system neuron differentiation (GO:0048934)	10	0	1.74	-	 < 0.01	1.75E-01
neurotransmitter receptor diffusion trapping (GO:0099628)	2	0	.35	-	 < 0.01	7.06E-01
lysosomal protein catabolic process (GO:1905146)	1	0	.17	-	 < 0.01	8.40E-01
cellular response to acetylcholine (GO:1905145)	2	0	.35	-	 < 0.01	7.06E-01
response to acetylcholine (GO:1905144)	2	0	.35	-	 < 0.01	7.06E-01
[2Fe-2S] cluster assembly (GO:0044571)	2	0	.35	-	 < 0.01	7.06E-01
plasmatocyte differentiation (GO:0042387)	12	0	2.09	-	 < 0.01	1.23E-01
regulation of neurotransmitter receptor activity (GO:0099601)	4	0	.70	-	 < 0.01	4.98E-01
regulation of axo-dendritic protein transport (GO:1905126)	1	0	.17	-	 < 0.01	8.40E-01
vitamin K metabolic process (GO:0042373)	2	0	.35	-	 < 0.01	7.06E-01
vitamin K biosynthetic process (GO:0042371)	1	0	.17	-	 < 0.01	8.40E-01
histone H4-K20 trimethylation (GO:0034773)	2	0	.35	-	 < 0.01	7.06E-01
histone H4-K20 dimethylation (GO:0034772)	1	0	.17	-	 < 0.01	8.40E-01
histone H4-K20 methylation (GO:0034770)	2	0	.35	-	 < 0.01	7.06E-01
basement membrane disassembly (GO:0034769)	3	0	.52	-	 < 0.01	5.93E-01
water-soluble vitamin biosynthetic process (GO:0042364)	4	0	.70	-	 < 0.01	4.98E-01
fat-soluble vitamin biosynthetic process (GO:0042362)	2	0	.35	-	 < 0.01	7.06E-01
positive regulation of iron ion transmembrane transport (GO:0034761)	2	0	.35	-	 < 0.01	7.06E-01
viral entry into host cell (GO:0046718)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of ATP-dependent microtubule motor activity, plus-end-directed (GO:2000582)	1	0	.17	-	 < 0.01	8.40E-01
regulation of iron ion transmembrane transport (GO:0034759)	2	0	.35	-	 < 0.01	7.06E-01
positive regulation of iron ion transport (GO:0034758)	2	0	.35	-	 < 0.01	7.06E-01
regulation of ATP-dependent microtubule motor activity, plus-end-directed (GO:2000580)	1	0	.17	-	 < 0.01	8.40E-01
regulation of iron ion transport (GO:0034756)	2	0	.35	-	 < 0.01	7.06E-01
'de novo' GDP-L-fucose biosynthetic process (GO:0042351)	1	0	.17	-	 < 0.01	8.40E-01
GDP-L-fucose biosynthetic process (GO:0042350)	2	0	.35	-	 < 0.01	7.06E-01
membrane disassembly (GO:0030397)	2	0	.35	-	 < 0.01	7.06E-01
movement in host environment (GO:0052126)	1	0	.17	-	 < 0.01	8.40E-01
insecticide catabolic process (GO:0046701)	6	0	1.05	-	 < 0.01	3.51E-01
positive regulation of ATP-dependent microtubule motor activity, minus-end-directed (GO:2000579)	1	0	.17	-	 < 0.01	8.40E-01
regulation of ATP-dependent microtubule motor activity, minus-end-directed (GO:2000577)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of microtubule motor activity (GO:2000576)	2	0	.35	-	 < 0.01	7.06E-01
regulation of microtubule motor activity (GO:2000574)	5	0	.87	-	 < 0.01	4.18E-01
chorion-containing eggshell pattern formation (GO:0030381)	10	0	1.74	-	 < 0.01	1.75E-01
histone H3-K79 methylation (GO:0034729)	1	0	.17	-	 < 0.01	8.40E-01
piecemeal microautophagy of the nucleus (GO:0034727)	4	0	.70	-	 < 0.01	4.98E-01
DNA replication-dependent nucleosome organization (GO:0034723)	1	0	.17	-	 < 0.01	8.40E-01
histone H3-K4 demethylation, trimethyl-H3-K4-specific (GO:0034721)	2	0	.35	-	 < 0.01	7.06E-01
guanine nucleotide transport (GO:0001408)	1	0	.17	-	 < 0.01	8.40E-01
iron incorporation into metallo-sulfur cluster (GO:0018283)	1	0	.17	-	 < 0.01	8.40E-01
metal incorporation into metallo-sulfur cluster (GO:0018282)	1	0	.17	-	 < 0.01	8.40E-01
regulation of cell projection size (GO:0032536)	2	0	.35	-	 < 0.01	7.06E-01
regulation of follicle cell microvillus length (GO:0032533)	1	0	.17	-	 < 0.01	8.40E-01
regulation of microvillus length (GO:0032532)	1	0	.17	-	 < 0.01	8.40E-01
regulation of follicle cell microvillus organization (GO:0032531)	1	0	.17	-	 < 0.01	8.40E-01
regulation of microvillus organization (GO:0032530)	1	0	.17	-	 < 0.01	8.40E-01
negative regulation of protein import into nucleus (GO:0042308)	3	0	.52	-	 < 0.01	5.93E-01
protein N-linked glycosylation via asparagine (GO:0018279)	4	0	.70	-	 < 0.01	4.98E-01
negative regulation of metalloendopeptidase activity (GO:1904684)	1	0	.17	-	 < 0.01	8.40E-01
regulation of metalloendopeptidase activity (GO:1904683)	1	0	.17	-	 < 0.01	8.40E-01
follicle cell microvillus organization (GO:0032529)	3	0	.52	-	 < 0.01	5.93E-01
regulation of ubiquinone biosynthetic process (GO:0010795)	1	0	.17	-	 < 0.01	8.40E-01
polyprenol biosynthetic process (GO:0016094)	1	0	.17	-	 < 0.01	8.40E-01
polyprenol metabolic process (GO:0016093)	1	0	.17	-	 < 0.01	8.40E-01
regulation of mRNA export from nucleus (GO:0010793)	1	0	.17	-	 < 0.01	8.40E-01
hematopoietic stem cell homeostasis (GO:0061484)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of somatic stem cell division (GO:1904677)	2	0	.35	-	 < 0.01	7.06E-01
regulation of somatic stem cell division (GO:1904675)	2	0	.35	-	 < 0.01	7.06E-01
synaptic vesicle targeting (GO:0016080)	8	0	1.40	-	 < 0.01	2.48E-01
late endosome to vacuole transport via multivesicular body sorting pathway (GO:0032511)	8	0	1.40	-	 < 0.01	2.48E-01
meiotic DNA double-strand break formation involved in reciprocal meiotic recombination (GO:0010780)	1	0	.17	-	 < 0.01	8.40E-01
endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510)	3	0	.52	-	 < 0.01	5.93E-01
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	2	0	.35	-	 < 0.01	7.06E-01
positive regulation of ubiquitin protein ligase activity (GO:1904668)	3	0	.52	-	 < 0.01	5.93E-01
negative regulation of ubiquitin protein ligase activity (GO:1904667)	2	0	.35	-	 < 0.01	7.06E-01
regulation of ubiquitin protein ligase activity (GO:1904666)	5	0	.87	-	 < 0.01	4.18E-01
cellular response to carbon dioxide (GO:0071244)	2	0	.35	-	 < 0.01	7.06E-01
cellular response to ammonium ion (GO:0071242)	2	0	.35	-	 < 0.01	7.06E-01
tRNA catabolic process (GO:0016078)	5	0	.87	-	 < 0.01	4.18E-01
meiotic DNA repair synthesis involved in reciprocal meiotic recombination (GO:0010778)	1	0	.17	-	 < 0.01	8.40E-01
snoRNA catabolic process (GO:0016077)	1	0	.17	-	 < 0.01	8.40E-01
snRNA catabolic process (GO:0016076)	1	0	.17	-	 < 0.01	8.40E-01
nucleotide-excision repair, DNA gap filling (GO:0006297)	2	0	.35	-	 < 0.01	7.06E-01
ATP generation from poly-ADP-D-ribose (GO:1990966)	1	0	.17	-	 < 0.01	8.40E-01
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	2	0	.35	-	 < 0.01	7.06E-01
stabilization of membrane potential (GO:0030322)	5	0	.87	-	 < 0.01	4.18E-01
establishment of ER localization (GO:0051686)	1	0	.17	-	 < 0.01	8.40E-01
pyrimidine dimer repair (GO:0006290)	2	0	.35	-	 < 0.01	7.06E-01
establishment of Golgi localization (GO:0051683)	3	0	.52	-	 < 0.01	5.93E-01
protein O-linked glycosylation via threonine (GO:0018243)	1	0	.17	-	 < 0.01	8.40E-01
cellular response to leucine (GO:0071233)	2	0	.35	-	 < 0.01	7.06E-01
protein O-linked glycosylation via serine (GO:0018242)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of protein localization to synapse (GO:1902474)	1	0	.17	-	 < 0.01	8.40E-01
regulation of protein localization to synapse (GO:1902473)	1	0	.17	-	 < 0.01	8.40E-01
negative regulation of sodium ion transport (GO:0010766)	2	0	.35	-	 < 0.01	7.06E-01
positive regulation of sodium ion transport (GO:0010765)	1	0	.17	-	 < 0.01	8.40E-01
regulation of light-activated channel activity (GO:0016061)	1	0	.17	-	 < 0.01	8.40E-01
base-excision repair, gap-filling (GO:0006287)	2	0	.35	-	 < 0.01	7.06E-01
base-excision repair, AP site formation (GO:0006285)	2	0	.35	-	 < 0.01	7.06E-01
base-excision repair (GO:0006284)	10	0	1.74	-	 < 0.01	1.75E-01
transcription-coupled nucleotide-excision repair (GO:0006283)	1	0	.17	-	 < 0.01	8.40E-01
response to rotenone (GO:1904647)	2	0	.35	-	 < 0.01	7.06E-01
maintenance of membrane potential in photoreceptor cell by rhodopsin mediated signaling (GO:0016058)	1	0	.17	-	 < 0.01	8.40E-01
protein localization to cell leading edge (GO:1902463)	1	0	.17	-	 < 0.01	8.40E-01
positive regulation of cGMP-mediated signaling (GO:0010753)	1	0	.17	-	 < 0.01	8.40E-01
regulation of cGMP-mediated signaling (GO:0010752)	1	0	.17	-	 < 0.01	8.40E-01
premeiotic DNA replication (GO:0006279)	1	0	.17	-	 < 0.01	8.40E-01
RNA-dependent DNA biosynthetic process (GO:0006278)	2	0	.35	-	 < 0.01	7.06E-01
deoxynucleotide transport (GO:0030302)	1	0	.17	-	 < 0.01	8.40E-01
cholesterol transport (GO:0030301)	6	0	1.05	-	 < 0.01	3.51E-01
DNA replication termination (GO:0006274)	1	0	.17	-	 < 0.01	8.40E-01
lagging strand elongation (GO:0006273)	1	0	.17	-	 < 0.01	8.40E-01
posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery (GO:0000973)	2	0	.35	-	 < 0.01	7.06E-01
leading strand elongation (GO:0006272)	7	0	1.22	-	 < 0.01	2.95E-01
