Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUST00000111093	Ensembl Transcript	MGI:1913103	Cldn15	claudin 15	protein coding gene
ENSMUST00000111094	Ensembl Transcript	MGI:1913687	Fis1	fission, mitochondrial 1	protein coding gene
ENSMUST00000111095	Ensembl Transcript	MGI:95789	Gnrh1	gonadotropin releasing hormone 1	protein coding gene
ENSMUST00000111103	Ensembl Transcript	MGI:2155345	Col26a1	collagen, type XXVI, alpha 1	protein coding gene
ENSMUST00000111106	Ensembl Transcript	MGI:109284	Psen2	presenilin 2	protein coding gene
ENSMUST00000111114	Ensembl Transcript	MGI:3606488	Ccdc73	coiled-coil domain containing 73	protein coding gene
ENSMUST00000111115	Ensembl Transcript	MGI:1332659	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like	protein coding gene
ENSMUST00000111117	Ensembl Transcript	MGI:2441841	Cdc42bpa	CDC42 binding protein kinase alpha	protein coding gene
ENSMUST00000111118	Ensembl Transcript	MGI:2444263	Tcp11l1	t-complex 11 like 1	protein coding gene
ENSMUST00000111122	Ensembl Transcript	MGI:1931751	Pum2	pumilio RNA-binding family member 2	protein coding gene
ENSMUST00000111127	Ensembl Transcript	MGI:109582	Polr2j	polymerase (RNA) II (DNA directed) polypeptide J	protein coding gene
ENSMUST00000111137	Ensembl Transcript	MGI:1916915	Upk3bl	uroplakin 3B-like	protein coding gene
ENSMUST00000111140	Ensembl Transcript	MGI:102811	Lmo2	LIM domain only 2	protein coding gene
ENSMUST00000111153	Ensembl Transcript	MGI:1924709	Ssc4d	scavenger receptor cysteine rich family, 4 domains	protein coding gene
ENSMUST00000111154	Ensembl Transcript	MGI:1922105	Fam228a	family with sequence similarity 228, member A	protein coding gene
ENSMUST00000111155	Ensembl Transcript	MGI:96240	Hspb1	heat shock protein 1	protein coding gene
ENSMUST00000111159	Ensembl Transcript	MGI:1345147	Akt3	thymoma viral proto-oncogene 3	protein coding gene
ENSMUST00000111171	Ensembl Transcript	MGI:2137624	Pom121	nuclear pore membrane protein 121	protein coding gene
ENSMUST00000111178	Ensembl Transcript	MGI:2444851	Efr3b	EFR3 homolog B	protein coding gene
ENSMUST00000111207	Ensembl Transcript	MGI:1920920	Defb30	defensin beta 30	protein coding gene
ENSMUST00000111214	Ensembl Transcript	MGI:96429	Ifi204	interferon activated gene 204	protein coding gene
ENSMUST00000111220	Ensembl Transcript	MGI:2137858	Cadm3	cell adhesion molecule 3	protein coding gene
ENSMUST00000111230	Ensembl Transcript	MGI:1312985	Tagln2	transgelin 2	protein coding gene
ENSMUST00000111231	Ensembl Transcript	MGI:1915420	B230118H07Rik	RIKEN cDNA B230118H07 gene	protein coding gene
ENSMUST00000111234	Ensembl Transcript	MGI:1352474	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19	protein coding gene
ENSMUST00000111235	Ensembl Transcript	MGI:2135283	Igsf9	immunoglobulin superfamily, member 9	protein coding gene
ENSMUST00000111238	Ensembl Transcript	MGI:1921819	Ttc17	tetratricopeptide repeat domain 17	protein coding gene
ENSMUST00000111240	Ensembl Transcript	MGI:1916363	Alkbh3	alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase	protein coding gene
ENSMUST00000111243	Ensembl Transcript	MGI:1351335	Atp1a4	ATPase, Na+/K+ transporting, alpha 4 polypeptide	protein coding gene
ENSMUST00000111252	Ensembl Transcript	MGI:1334458	Pex19	peroxisomal biogenesis factor 19	protein coding gene
ENSMUST00000111254	Ensembl Transcript	MGI:108359	Alx4	aristaless-like homeobox 4	protein coding gene
ENSMUST00000111263	Ensembl Transcript	MGI:2135272	Vangl2	VANGL planar cell polarity 2	protein coding gene
ENSMUST00000111265	Ensembl Transcript	MGI:1917186	Tspan18	tetraspanin 18	protein coding gene
ENSMUST00000111274	Ensembl Transcript	MGI:2685553	Prdm11	PR domain containing 11	protein coding gene
ENSMUST00000111279	Ensembl Transcript	MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	protein coding gene
ENSMUST00000111285	Ensembl Transcript	MGI:3041170	Zmym5	zinc finger, MYM-type 5	protein coding gene
ENSMUST00000111288	Ensembl Transcript	MGI:2155987	Caln1	calneuron 1	protein coding gene
ENSMUST00000111289	Ensembl Transcript	MGI:1350916	Nit1	nitrilase 1	protein coding gene
ENSMUST00000111290	Ensembl Transcript	MGI:2384756	Phf21a	PHD finger protein 21A	protein coding gene
ENSMUST00000111298	Ensembl Transcript	MGI:1918917	Tmem248	transmembrane protein 248	protein coding gene
ENSMUST00000111303	Ensembl Transcript	MGI:1278339	Dgkz	diacylglycerol kinase zeta	protein coding gene
ENSMUST00000111315	Ensembl Transcript	MGI:1339949	Adamts4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4	protein coding gene
ENSMUST00000111321	Ensembl Transcript	MGI:88050	Apoa2	apolipoprotein A-II	protein coding gene
ENSMUST00000111325	Ensembl Transcript	MGI:1916876	Sdr39u1	short chain dehydrogenase/reductase family 39U, member 1	protein coding gene
ENSMUST00000111329	Ensembl Transcript	MGI:2445003	Arhgap1	Rho GTPase activating protein 1	protein coding gene
ENSMUST00000111332	Ensembl Transcript	MGI:1913675	Pcp4l1	Purkinje cell protein 4-like 1	protein coding gene
ENSMUST00000111333	Ensembl Transcript	MGI:2685857	Zfp408	zinc finger protein 408	protein coding gene
ENSMUST00000111336	Ensembl Transcript	MGI:1913302	Sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein	protein coding gene
ENSMUST00000111338	Ensembl Transcript	MGI:1923036	Ckap5	cytoskeleton associated protein 5	protein coding gene
ENSMUST00000111343	Ensembl Transcript	MGI:1333112	Ran	RAN, member RAS oncogene family	protein coding gene
ENSMUST00000111346	Ensembl Transcript	MGI:2443235	Rimbp2	RIMS binding protein 2	protein coding gene
ENSMUST00000111349	Ensembl Transcript	MGI:1891410	Pacsin3	protein kinase C and casein kinase substrate in neurons 3	protein coding gene
ENSMUST00000111350	Ensembl Transcript	MGI:1334459	Uap1	UDP-N-acetylglucosamine pyrophosphorylase 1	protein coding gene
ENSMUST00000111402	Ensembl Transcript	MGI:1337080	Ncor2	nuclear receptor co-repressor 2	protein coding gene
ENSMUST00000111404	Ensembl Transcript	MGI:102567	Nrl	neural retina leucine zipper gene	protein coding gene
ENSMUST00000111416	Ensembl Transcript	MGI:1196370	Ildr2	immunoglobulin-like domain containing receptor 2	protein coding gene
ENSMUST00000111417	Ensembl Transcript	MGI:2442505	Zfp664	zinc finger protein 664	protein coding gene
ENSMUST00000111427	Ensembl Transcript	MGI:101898	Pou2f1	POU domain, class 2, transcription factor 1	protein coding gene
ENSMUST00000111435	Ensembl Transcript	MGI:1915731	Mpzl1	myelin protein zero-like 1	protein coding gene
ENSMUST00000111442	Ensembl Transcript	MGI:107182	Ccr5	chemokine (C-C motif) receptor 5	protein coding gene
ENSMUST00000111450	Ensembl Transcript	MGI:2685054	Gpr161	G protein-coupled receptor 161	protein coding gene
ENSMUST00000111453	Ensembl Transcript	MGI:1923417	Snrnp35	small nuclear ribonucleoprotein 35 (U11/U12)	protein coding gene
ENSMUST00000111466	Ensembl Transcript	MGI:1914695	C1qtnf4	C1q and tumor necrosis factor related protein 4	protein coding gene
ENSMUST00000111504		No associated gene			
ENSMUST00000111506	Ensembl Transcript	MGI:2177523	Olfr140	olfactory receptor 140	protein coding gene
ENSMUST00000111507	Ensembl Transcript	MGI:3031097	Olfr1263	olfactory receptor 1263	protein coding gene
ENSMUST00000111508	Ensembl Transcript	MGI:3031096	Olfr1262	olfactory receptor 1262	protein coding gene
ENSMUST00000111509	Ensembl Transcript	MGI:3031095	Olfr1261	olfactory receptor 1261	protein coding gene
ENSMUST00000111512	Ensembl Transcript	MGI:3031094	Olfr1260	olfactory receptor 1260	protein coding gene
ENSMUST00000111515	Ensembl Transcript	MGI:1913489	Rsrc2	arginine/serine-rich coiled-coil 2	protein coding gene
ENSMUST00000111519	Ensembl Transcript	MGI:3031091	Olfr1257	olfactory receptor 1257	protein coding gene
ENSMUST00000111520	Ensembl Transcript	MGI:3031090	Olfr1256	olfactory receptor 1256	protein coding gene
ENSMUST00000111523	Ensembl Transcript	MGI:3031088	Olfr1254	olfactory receptor 1254	protein coding gene
ENSMUST00000111525	Ensembl Transcript	MGI:2429497	Fmo4	flavin containing monooxygenase 4	protein coding gene
ENSMUST00000111527	Ensembl Transcript	MGI:3031084	Olfr1250	olfactory receptor 1250	protein coding gene
ENSMUST00000111532	Ensembl Transcript	MGI:3031081	Olfr1247	olfactory receptor 1247	protein coding gene
ENSMUST00000111540	Ensembl Transcript	MGI:3031076	Olfr1242	olfactory receptor 1242	protein coding gene
ENSMUST00000111542		No associated gene			
ENSMUST00000111543	Ensembl Transcript	MGI:3031068	Olfr1234	olfactory receptor 1234	protein coding gene
ENSMUST00000111549		No associated gene			
ENSMUST00000111557	Ensembl Transcript	MGI:2444273	Dennd5b	DENN/MADD domain containing 5B	protein coding gene
ENSMUST00000111566	Ensembl Transcript	MGI:1928401	Clip1	CAP-GLY domain containing linker protein 1	protein coding gene
ENSMUST00000111568	Ensembl Transcript	MGI:3030977	Olfr1143	olfactory receptor 1143	protein coding gene
ENSMUST00000111569	Ensembl Transcript	MGI:2448541	Caprin2	caprin family member 2	protein coding gene
ENSMUST00000111572	Ensembl Transcript	MGI:2156390	Pramel6	preferentially expressed antigen in melanoma like 6	protein coding gene
ENSMUST00000111574	Ensembl Transcript	MGI:3030932	Olfr1098	olfactory receptor 1098	protein coding gene
ENSMUST00000111576	Ensembl Transcript	MGI:3030931	Olfr1097	olfactory receptor 1097	protein coding gene
ENSMUST00000111578		No associated gene			
ENSMUST00000111582	Ensembl Transcript	MGI:3030913	Olfr1079	olfactory receptor 1079	protein coding gene
ENSMUST00000111589	Ensembl Transcript	MGI:3030866	Olfr1032	olfactory receptor 1032	protein coding gene
ENSMUST00000111597	Ensembl Transcript	MGI:3030822	Olfr988	olfactory receptor 988	protein coding gene
ENSMUST00000111598	Ensembl Transcript	MGI:3030821	Olfr987	olfactory receptor 987	protein coding gene
ENSMUST00000111601	Ensembl Transcript	MGI:2685197	Lrrc55	leucine rich repeat containing 55	protein coding gene
ENSMUST00000111604	Ensembl Transcript	MGI:1933218	Tdrd1	tudor domain containing 1	protein coding gene
ENSMUST00000111608	Ensembl Transcript	MGI:1921094	Ankrd45	ankyrin repeat domain 45	protein coding gene
ENSMUST00000111610	Ensembl Transcript	MGI:107795	Hnrnpc	heterogeneous nuclear ribonucleoprotein C	protein coding gene
ENSMUST00000111634		No associated gene			
ENSMUST00000111635	Ensembl Transcript	MGI:1333878	Xirp1	xin actin-binding repeat containing 1	protein coding gene
ENSMUST00000111639	Ensembl Transcript	MGI:2684845	Arntl2	aryl hydrocarbon receptor nuclear translocator-like 2	protein coding gene
ENSMUST00000111657	Ensembl Transcript	MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	protein coding gene
ENSMUST00000111663	Ensembl Transcript	MGI:1914779	Fgfr1op2	FGFR1 oncogene partner 2	protein coding gene
ENSMUST00000111665	Ensembl Transcript	MGI:1914208	Tmx2	thioredoxin-related transmembrane protein 2	protein coding gene
ENSMUST00000111668	Ensembl Transcript	MGI:2444812	Camkk2	calcium/calmodulin-dependent protein kinase kinase 2, beta	protein coding gene
ENSMUST00000111694	Ensembl Transcript	MGI:105100	Ctnnd1	catenin (cadherin associated protein), delta 1	protein coding gene
ENSMUST00000111701	Ensembl Transcript	MGI:1353511	Sspn	sarcospan	protein coding gene
ENSMUST00000111704	Ensembl Transcript	MGI:1918573	Rassf8	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	protein coding gene
ENSMUST00000111711	Ensembl Transcript	MGI:1095418	Tfpi	tissue factor pathway inhibitor	protein coding gene
ENSMUST00000111727	Ensembl Transcript	MGI:2444480	Casc1	cancer susceptibility candidate 1	protein coding gene
ENSMUST00000111735	Ensembl Transcript	MGI:2443219	Tmem260	transmembrane protein 260	protein coding gene
ENSMUST00000111741	Ensembl Transcript	MGI:1351615	Add3	adducin 3 (gamma)	protein coding gene
ENSMUST00000111751	Ensembl Transcript	MGI:97272	Myl2	myosin, light polypeptide 2, regulatory, cardiac, slow	protein coding gene
ENSMUST00000111752	Ensembl Transcript	MGI:107321	Cux2	cut-like homeobox 2	protein coding gene
ENSMUST00000111757	Ensembl Transcript	MGI:3582695	Tor1aip2	torsin A interacting protein 2	protein coding gene
ENSMUST00000111758	Ensembl Transcript	MGI:1921991	C2cd5	C2 calcium-dependent domain containing 5	protein coding gene
ENSMUST00000111760	Ensembl Transcript	MGI:1355333	Nckap1	NCK-associated protein 1	protein coding gene
ENSMUST00000111765	Ensembl Transcript	MGI:1919649	Brap	BRCA1 associated protein	protein coding gene
ENSMUST00000111769	Ensembl Transcript	MGI:1921888	Zcwpw2	zinc finger, CW type with PWWP domain 2	pseudogene
ENSMUST00000111773	Ensembl Transcript	MGI:2444477	Rbms3	RNA binding motif, single stranded interacting protein	protein coding gene
ENSMUST00000111785	Ensembl Transcript	MGI:1917849	Itprid2	ITPR interacting domain containing 2	protein coding gene
ENSMUST00000111795	Ensembl Transcript	MGI:1924712	Tmem116	transmembrane protein 116	protein coding gene
ENSMUST00000111808	Ensembl Transcript	MGI:1334263	Neurl1a	neuralized E3 ubiquitin protein ligase 1A	protein coding gene
ENSMUST00000111813	Ensembl Transcript	MGI:3643383	Calhm1	calcium homeostasis modulator 1	protein coding gene
ENSMUST00000111816	Ensembl Transcript	MGI:2685973	Trim71	tripartite motif-containing 71	protein coding gene
ENSMUST00000111817	Ensembl Transcript	MGI:1927133	Gmfb	glia maturation factor, beta	protein coding gene
ENSMUST00000111820	Ensembl Transcript	MGI:5317335	Tmppe	transmembrane protein with metallophosphoesterase domain	protein coding gene
ENSMUST00000111825	Ensembl Transcript	MGI:1351865	Slco1a5	solute carrier organic anion transporter family, member 1a5	protein coding gene
ENSMUST00000111827	Ensembl Transcript	MGI:1351906	Slco1a6	solute carrier organic anion transporter family, member 1a6	protein coding gene
ENSMUST00000111835	Ensembl Transcript	MGI:1891150	Styx	serine/threonine/tyrosine interaction protein	protein coding gene
ENSMUST00000111859	Ensembl Transcript	MGI:107484	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1	protein coding gene
ENSMUST00000111868	Ensembl Transcript	MGI:1203730	Pik3c2g	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	protein coding gene
ENSMUST00000111879	Ensembl Transcript	MGI:3039580	Dclk3	doublecortin-like kinase 3	protein coding gene
ENSMUST00000111881	Ensembl Transcript	MGI:1099800	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	protein coding gene
ENSMUST00000111888	Ensembl Transcript	MGI:1920904	Ccrl2	chemokine (C-C motif) receptor-like 2	protein coding gene
ENSMUST00000111899	Ensembl Transcript	MGI:2385096	Pprc1	peroxisome proliferative activated receptor, gamma, coactivator-related 1	protein coding gene
ENSMUST00000111906	Ensembl Transcript	MGI:2135916	Kcnip2	Kv channel-interacting protein 2	protein coding gene
ENSMUST00000111908	Ensembl Transcript	MGI:2385618	Mmrn2	multimerin 2	protein coding gene
ENSMUST00000111911	Ensembl Transcript	MGI:1194499	Gsg1	germ cell associated 1	protein coding gene
ENSMUST00000111913	Ensembl Transcript	MGI:2385108	Odr4	odr4 GPCR localization factor homolog	protein coding gene
ENSMUST00000111915	Ensembl Transcript	MGI:1921775	Fam234b	family with sequence similarity 234, member B	protein coding gene
ENSMUST00000111917	Ensembl Transcript	MGI:1922948	Shld2	shieldin complex subunit 2	protein coding gene
ENSMUST00000111920	Ensembl Transcript	MGI:1932515	Plekha3	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3	protein coding gene
ENSMUST00000111929	Ensembl Transcript	MGI:2139014	Osbpl6	oxysterol binding protein-like 6	protein coding gene
ENSMUST00000111941	Ensembl Transcript	MGI:2180585	Rgs13	regulator of G-protein signaling 13	protein coding gene
ENSMUST00000111945	Ensembl Transcript	MGI:1346861	Mapk8	mitogen-activated protein kinase 8	protein coding gene
ENSMUST00000111948	Ensembl Transcript	MGI:2147606	Kazald1	Kazal-type serine peptidase inhibitor domain 1	protein coding gene
ENSMUST00000111956	Ensembl Transcript	MGI:2443418	Arhgap22	Rho GTPase activating protein 22	protein coding gene
ENSMUST00000111962	Ensembl Transcript	MGI:1917171	Hnrnpa3	heterogeneous nuclear ribonucleoprotein A3	protein coding gene
ENSMUST00000111963	Ensembl Transcript	MGI:109336	Etv6	ets variant 6	protein coding gene
ENSMUST00000111967	Ensembl Transcript	MGI:2448533	Vsig10	V-set and immunoglobulin domain containing 10	protein coding gene
ENSMUST00000111976	Ensembl Transcript	MGI:88385	Cfh	complement component factor h	protein coding gene
ENSMUST00000111978	Ensembl Transcript	MGI:3041177	Taok3	TAO kinase 3	protein coding gene
ENSMUST00000111983	Ensembl Transcript	MGI:96207	Hoxd3	homeobox D3	protein coding gene
ENSMUST00000111989	Ensembl Transcript	MGI:3646434	Gm4788	predicted gene 4788	protein coding gene
ENSMUST00000111998	Ensembl Transcript	MGI:101905	Klra3	killer cell lectin-like receptor, subfamily A, member 3	protein coding gene
ENSMUST00000112001	Ensembl Transcript	MGI:1922658	Dph3	diphthamine biosynthesis 3	protein coding gene
ENSMUST00000112022	Ensembl Transcript	MGI:108443	Camp	cathelicidin antimicrobial peptide	protein coding gene
ENSMUST00000112024	Ensembl Transcript	MGI:1915674	Chn1	chimerin 1	protein coding gene
ENSMUST00000112032	Ensembl Transcript	MGI:1321153	Klra9	killer cell lectin-like receptor subfamily A, member 9	protein coding gene
ENSMUST00000112036	Ensembl Transcript	MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	protein coding gene
ENSMUST00000112040	Ensembl Transcript	MGI:3779847	Fbxw28	F-box and WD-40 domain protein 28	protein coding gene
ENSMUST00000112046	Ensembl Transcript	MGI:3029290	Zfp281	zinc finger protein 281	protein coding gene
ENSMUST00000112064	Ensembl Transcript	MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	protein coding gene
ENSMUST00000112066	Ensembl Transcript	MGI:1922637	Sirt4	sirtuin 4	protein coding gene
ENSMUST00000112070	Ensembl Transcript	MGI:88462	Col7a1	collagen, type VII, alpha 1	protein coding gene
ENSMUST00000112082	Ensembl Transcript	MGI:1918433	Clec12b	C-type lectin domain family 12, member B	protein coding gene
ENSMUST00000112091	Ensembl Transcript	MGI:1890695	Rab9	RAB9, member RAS oncogene family	protein coding gene
ENSMUST00000112095	Ensembl Transcript	MGI:1923998	Pbrm1	polybromo 1	protein coding gene
